Company,Company Path,Country,Industry,Earnings,Employees,Marketcap,Net-Assets,Operating-Margin,Pe-Ratio,Ps-Ratio,Revenue,Total-Assets,Total-Debt,Total-Liabilities
HF Foods Group,https://companiesmarketcap.com/hf-foods-group,USA,Food,-2630000,890,170000000,290000000,0,-12.6,0.1547,1140000000,620000000,190000000,330000000
Kura Sushi USA,https://companiesmarketcap.com/kura-sushi,USA,Food,1910000,3219,1240000000,160000000,-0.0034,,5.93,210000000,300000000,120000000,140000000
Calavo Growers,https://companiesmarketcap.com/calavo-growers,USA,Food,3780000,3064,430000000,200000000,-0.0002,-112,0.5042,870000000,390000000,71060000,190000000
Potbelly Corporation,https://companiesmarketcap.com/potbelly,USA,Food,9760000,6000,310000000,14090000,0.0282,62.9,0.644,490000000,250000000,180000000,230000000
GEN Restaurant Group,https://companiesmarketcap.com/gen-restaurant-group,USA,Food,12110000,2372,300000000,37510000,0.224,2.91,1.73,180000000,180000000,120000000,140000000
Whole Earth Brands,https://companiesmarketcap.com/whole-earth-brands,USA,Food,12200000,760,200000000,250000000,-0.0415,-2.3,0.375,550000000,820000000,440000000,570000000
Mission Produce,https://companiesmarketcap.com/mission-produce,USA,Food,15500000,3300,810000000,530000000,-0.0264,-16.6,0.8133,990000000,930000000,250000000,400000000
The ONE Group Hospitality,https://companiesmarketcap.com/the-one-group-hospitality,USA,Food,18350000,3700,170000000,67360000,0.0527,21,0.5344,330000000,310000000,190000000,240000000
Shake Shack,https://companiesmarketcap.com/shake-shack,USA,Food,18690000,11704,4110000000,460000000,0.0003,,3.87,1080000000,1600000000,770000000,1130000000
El Pollo Loco,https://companiesmarketcap.com/el-pollo-loco,USA,Food,34870000,4931,270000000,250000000,0.0689,13.6,0.5974,460000000,590000000,270000000,340000000
Chuy's,https://companiesmarketcap.com/chuys,USA,Food,36920000,7400,540000000,240000000,0.0605,21.6,1.18,460000000,470000000,180000000,220000000
Carrols Restaurant Group,https://companiesmarketcap.com/carrols-restaurant-group,USA,Food,38260000,6075,540000000,180000000,-0.0441,-30.5,0.2896,1870000000,1590000000,1230000000,1400000000
Denny's,https://companiesmarketcap.com/dennys,USA,Food,47070000,3700,430000000,-62690000,0.2614,16.3,0.9554,460000000,460000000,390000000,520000000
The Chefs' Warehouse,https://companiesmarketcap.com/the-chefs-warehouse,USA,Food,55460000,4124,1350000000,450000000,0.0148,65.3,0.392,3430000000,1700000000,920000000,1250000000
Portillo's,https://companiesmarketcap.com/portillos,USA,Food,55530000,8040,790000000,460000000,0.0746,47,1.19,670000000,1380000000,550000000,920000000
Biglari,https://companiesmarketcap.com/biglari,USA,Food,64840000,2559,580000000,590000000,0.1145,2.63,1.67,360000000,840000000,100000000,250000000
Seneca Foods,https://companiesmarketcap.com/seneca-foods,USA,Food,76120000,2809,390000000,590000000,0.0418,15.4,0.2738,1480000000,1480000000,660000000,890000000
TreeHouse Foods,https://companiesmarketcap.com/treehouse-foods,USA,Food,81000000,7500,1950000000,1660000000,0.0268,-27.5,0.5683,3510000000,4100000000,1600000000,2440000000
B&G Foods,https://companiesmarketcap.com/bg-foods,USA,Food,84200000,2883,840000000,830000000,0.0517,-37.8,0.4175,2060000000,3460000000,2110000000,2620000000
J&J Snack Foods,https://companiesmarketcap.com/jj-snacks-foods,USA,Food,100000000,5000,2600000000,910000000,0.0574,39.8,1.7,1550000000,1290000000,140000000,380000000
Tootsie Roll Industries,https://companiesmarketcap.com/tootsie-roll-industries,USA,Food,110000000,2300,2120000000,820000000,0.1421,24.5,2.77,760000000,1080000000,15890000,260000000
Balchem,https://companiesmarketcap.com/balchem,USA,Food,150000000,1297,4770000000,1050000000,0.1419,46.3,5.22,920000000,1590000000,330000000,540000000
Flowers Foods,https://companiesmarketcap.com/flowers-foods,USA,Food,150000000,9200,4770000000,1350000000,0.0567,21.8,0.9451,5090000000,3420000000,1350000000,2070000000
Lancaster Colony Corporation,https://companiesmarketcap.com/lancaster-colony,USA,Food,180000000,3400,5390000000,900000000,0.067,37.4,2.93,1860000000,1140000000,13320000,240000000
J.M. Smucker Company,https://companiesmarketcap.com/jm-smucker,USA,Food,200000000,5800,11630000000,7560000000,0.1054,-747,1.45,8200000000,20240000000,8730000000,12680000000
Jack in the Box,https://companiesmarketcap.com/jack-in-the-box,USA,Food,250000000,1079,1160000000,-710000000,0.1102,9.28,0.7167,1650000000,2880000000,3180000000,3590000000
Wendy’s Company,https://companiesmarketcap.com/wendys-company,USA,Food,270000000,4833,3830000000,300000000,0.121,19.9,1.76,2180000000,5180000000,4130000000,4870000000
Cal-Maine Foods,https://companiesmarketcap.com/cal-maine-foods,USA,Food,350000000,2815,2960000000,1620000000,0.3175,4.68,1.26,2370000000,1960000000,1440000,340000000
Post Holdings,https://companiesmarketcap.com/post-holdings,USA,Food,700000000,11430,6060000000,3950000000,0.1115,18.2,0.8235,7390000000,12070000000,6310000000,8110000000
Domino's Pizza,https://companiesmarketcap.com/dominos-pizza,USA,Food,880000000,6500,17250000000,-4080000000,0.1738,34.7,3.92,4480000000,1670000000,5200000000,5740000000
Lamb Weston,https://companiesmarketcap.com/lamb-weston,USA,Food,910000000,10200,11740000000,1660000000,0.1444,11.7,1.79,6550000000,7040000000,3620000000,5370000000
AUB Group,https://companiesmarketcap.com/aub-group,Australia,Insurance,120000000,2433,2030000000,1000000000,0.3918,24.4,4.36,480000000,2570000000,430000000,1560000000
Medibank,https://companiesmarketcap.com/medibank,Australia,Insurance,480000000,3242,6650000000,1370000000,0.079,33.5,1.29,4960000000,2900000000,,1520000000
Insurance Australia Group,https://companiesmarketcap.com/insurance-australia-group,Australia,Insurance,890000000,0,10000000000,4660000000,0.0635,31.4,1.36,6760000000,23180000000,1740000000,18520000000
Maiden Holdings,https://companiesmarketcap.com/maiden-holdings,Bermuda,Insurance,-28000000,49,300000000,240000000,-0.6185,10.8,2.35,83490000,1510000000,250000000,1260000000
James River Group,https://companiesmarketcap.com/james-river-group,Bermuda,Insurance,89840000,639,320000000,670000000,0.0573,9.01,0.3997,810000000,5310000000,320000000,4630000000
Hiscox,https://companiesmarketcap.com/hiscox,Bermuda,Insurance,92800000,3000,5040000000,2840000000,,19.6,1.5,3050000000,10700000000,690000000,7850000000
Hamilton Insurance Group,https://companiesmarketcap.com/hamilton-insurance-group,Bermuda,Insurance,250000000,500,1430000000,2040000000,,,0.88,1610000000,6670000000,140000000,4620000000
SiriusPoint,https://companiesmarketcap.com/siriuspoint,Bermuda,Insurance,330000000,1109,2100000000,2530000000,0.0202,31,0.7599,2760000000,12870000000,780000000,10340000000
AXIS Capital,https://companiesmarketcap.com/axis-capital,Bermuda,Insurance,460000000,2064,5260000000,5260000000,0.0952,9.85,0.9392,5580000000,30250000000,1520000000,24980000000
White Mountains Insurance Group,https://companiesmarketcap.com/white-mountains-insurance-group,Bermuda,Insurance,620000000,803,4360000000,4560000000,0.2094,4.25,2.01,2160000000,8380000000,560000000,3820000000
Assured Guaranty,https://companiesmarketcap.com/assured-guaranty,Bermuda,Insurance,660000000,411,4410000000,5760000000,0.373,15.1,4.35,1010000000,12530000000,1690000000,6770000000
Essent Group,https://companiesmarketcap.com/essent-group,Bermuda,Insurance,820000000,589,5720000000,5100000000,0,8.6,5.15,1120000000,6420000000,420000000,1320000000
Enstar Group,https://companiesmarketcap.com/enstar-group,Bermuda,Insurance,950000000,792,4320000000,5640000000,-0.8191,21,3.75,1150000000,20910000000,1830000000,15260000000
Fidelis Insurance,https://companiesmarketcap.com/fidelis-insurance,Bermuda,Insurance,2040000000,51,2170000000,2440000000,1.1258,1.19,0.6087,3590000000,10020000000,440000000,7570000000
Everest Group,https://companiesmarketcap.com/everest-re,Bermuda,Insurance,2150000000,2428,15690000000,13200000000,0.049,6.8,1.1,14460000000,49390000000,3380000000,36190000000
RenaissanceRe,https://companiesmarketcap.com/renaissancere,Bermuda,Insurance,3110000000,718,11370000000,15550000000,0.1037,6.98,1.26,9090000000,49000000000,1950000000,33450000000
BB Seguridade Participações,https://companiesmarketcap.com/bb-seguridade-participacoes,Brazil,Insurance,1910000000,196,12710000000,2020000000,0,9.34,12.7,1020000000,3760000000,,1740000000
Kingsway Financial Services,https://companiesmarketcap.com/kingsway-financial-services,Canada,Insurance,23650000,471,230000000,24610000,-0.061,3.55,2.22,100000000,190000000,45610000,170000000
iA Financial,https://companiesmarketcap.com/ia-financial,Canada,Insurance,760000000,0,5980000000,5310000000,0.0995,9.38,1.11,5420000000,70880000000,1410000000,65560000000
Global Indemnity,https://companiesmarketcap.com/global-indemnity,Cayman Islands,Insurance,32970000,355,440000000,640000000,0.0079,12.6,0.8464,520000000,1720000000,12730000,1080000000
Greenlight Reinsurance,https://companiesmarketcap.com/greenlight-reinsurance,Cayman Islands,Insurance,94960000,48,420000000,590000000,0.0373,5.86,0.6786,630000000,1730000000,73280000,1130000000
ZhongAn Insurance,https://companiesmarketcap.com/zhongan-insurance,China,Insurance,-85280000,3969,2570000000,2460000000,,-60.4,1.24,500000000,6790000000,1010000000,4330000000
Waterdrop Inc.,https://companiesmarketcap.com/waterdrop-inc,China,Insurance,31640000,2719,480000000,640000000,0.2258,10,1.3,370000000,830000000,9230000,190000000
Alm. Brand,https://companiesmarketcap.com/alm-brand,Denmark,Insurance,120000000,2294,2620000000,2060000000,0.0264,24.6,1.26,2140000000,5260000000,230000000,3200000000
Topdanmark,https://companiesmarketcap.com/topdanmarks,Denmark,Insurance,210000000,2100,3670000000,690000000,0.1904,11.1,2.39,1550000000,3230000000,300000000,2530000000
Coface,https://companiesmarketcap.com/coface,France,Insurance,340000000,4100,2300000000,2090000000,0.2339,7.98,1.49,1550000000,8190000000,2810000000,6090000000
Scor,https://companiesmarketcap.com/scor,France,Insurance,650000000,3491,5630000000,5220000000,-0.0071,,0.5743,9910000000,39220000000,3570000000,34000000000
ÖKOWORLD,https://companiesmarketcap.com/oekoworld,Germany,Insurance,36240000,62,210000000,140000000,,9.88,3.52,76540000,160000000,,17860000
Nürnberger Versicherung,https://companiesmarketcap.com/nurnberger-versicherung,Germany,Insurance,59870000,4362,810000000,1020000000,0.012,11.6,0.3355,2740000000,37440000000,15990000,36420000000
Hannover Rück,https://companiesmarketcap.com/hannover-rueck,Germany,Insurance,2660000000,3519,29590000000,11080000000,0.0667,16.3,1.05,28430000000,68240000000,5900000000,57160000000
Asia Financial Holdings,https://companiesmarketcap.com/asia-financial-holdings,Hong Kong,Insurance,29480000,320,400000000,1400000000,0.1471,16.6,2.13,200000000,1870000000,750000,470000000
AIA,https://companiesmarketcap.com/aia,Hong Kong,Insurance,4560000000,0,69680000000,41590000000,,16.4,4.78,20690000000,2.8631E+11,12160000000,2.4472E+11
Vátryggingafélag Íslands,https://companiesmarketcap.com/vatryggingafelag-islands,Iceland,Insurance,13080000,186,240000000,150000000,,17.4,1.09,220000000,480000000,99030000,320000000
Sjóvá-Almennar tryggingar,https://companiesmarketcap.com/sjova-almennar-tryggingar,Iceland,Insurance,39190000,185,410000000,170000000,,17,1.62,260000000,510000000,9880000,330000000
Max Financial Services,https://companiesmarketcap.com/max-financial-services,India,Insurance,64330000,12,4270000000,510000000,0.0151,70.6,0.8596,5030000000,17200000000,97360000,16690000000
General Insurance Corporation of India,https://companiesmarketcap.com/gic,India,Insurance,950000000,494,6820000000,5750000000,0.1805,7.95,1.26,5510000000,20900000000,,15140000000
Harel Group,https://companiesmarketcap.com/harel-group,Israel,Insurance,290000000,4932,1910000000,2300000000,,22,0.2845,6780000000,37630000000,2490000000,35330000000
Warrantee Inc.,https://companiesmarketcap.com/warrantee-inc,Japan,Insurance,330000,1,7850000,30000,-0.4187,,,1820000,2000000,1050000,1970000
International General Insurance,https://companiesmarketcap.com/international-general-insurance,Jordan,Insurance,120000000,355,620000000,470000000,0.2176,5.66,1.31,470000000,1740000000,3070000,1270000000
Kuwait Insurance Company,https://companiesmarketcap.com/kuwait-insurance-company,Kuwait,Insurance,33430000,264,300000000,450000000,,,2.97,100000000,700000000,480000,250000000
Gulf Insurance Group,https://companiesmarketcap.com/gulf-insurance-group,Kuwait,Insurance,170000000,3831,1830000000,1210000000,,,0.7171,2560000000,3830000000,190000000,2610000000
ASR Nederland,https://companiesmarketcap.com/asr-nederland,Netherlands,Insurance,1370000000,5063,10130000000,6840000000,0.1782,1.51,1.27,8760000000,70740000000,4670000000,63890000000
Protector Forsikring,https://companiesmarketcap.com/protector-forsikring,Norway,Insurance,180000000,421,1760000000,440000000,,12.2,1.86,930000000,2050000000,190000000,1600000000
Gjensidige Forsikring,https://companiesmarketcap.com/gjensidige-forsikring,Norway,Insurance,520000000,4488,7430000000,2380000000,0.175,18.2,2.03,3680000000,14590000000,420000000,12200000000
GamaLife,https://companiesmarketcap.com/gamalife,Portugal,Insurance,,66,4360000000,,,,,,,,
Samsung Life Insurance,https://companiesmarketcap.com/samsung-life-insurance,South Korea,Insurance,3110000000,0,11050000000,33030000000,0.1065,6.74,0.612,18240000000,2.1974E+11,14590000000,1.8671E+11
Bâloise,https://companiesmarketcap.com/baloise,Switzerland,Insurance,770000000,0,6920000000,3640000000,0.0963,11.9,0.8646,8060000000,87150000000,5280000000,83500000000
Beazley,https://companiesmarketcap.com/beazley,UK,Insurance,190000000,1965,5370000000,3880000000,,32.4,1.6,3440000000,13660000000,620000000,9780000000
Brighthouse Financial,https://companiesmarketcap.com/brighthouse-financial,USA,Insurance,-1330000000,1500,3010000000,5000000000,-0.5392,-2.52,0.7608,3950000000,2.3634E+11,3150000000,2.3133E+11
Bright Health,https://companiesmarketcap.com/bright-health,USA,Insurance,-530000000,2840,130000000,190000000,-0.171,-0.0975,-0.0999,-1310000000,2050000000,350000000,1860000000
MBIA,https://companiesmarketcap.com/mbia,USA,Insurance,-490000000,75,310000000,-1650000000,-0.9866,-1.25,53.8,6000000,2600000000,3160000000,4250000000
Hippo,https://companiesmarketcap.com/hippo,USA,Insurance,-270000000,590,540000000,380000000,-2.7167,-1.45,2.68,200000000,1520000000,14800000,1140000000
Oscar Health,https://companiesmarketcap.com/oscar-health,USA,Insurance,-250000000,2714,3380000000,800000000,-0.1205,-6.8,0.5886,5860000000,3600000000,290000000,2790000000
Lemonade,https://companiesmarketcap.com/lemonade,USA,Insurance,-230000000,1367,1170000000,700000000,-0.9327,-4.02,2.75,420000000,1630000000,43100000,920000000
Root Insurance,https://companiesmarketcap.com/root-insurance,USA,Insurance,-150000000,765,970000000,160000000,-0.8565,-5.17,2.11,450000000,1340000000,290000000,1180000000
Hallmark Financial Services,https://companiesmarketcap.com/hallmark-financial-services,USA,Insurance,-93660000,257,1270000,-7770000,-0.4596,-0.0168,0.0088,160000000,1090000000,100000000,1100000000
GoHealth,https://companiesmarketcap.com/gohealth,USA,Insurance,-81650000,2467,210000000,450000000,-0.5491,-0.686,0.312,730000000,1490000000,540000000,1040000000
BRP Group,https://companiesmarketcap.com/brp-group,USA,Insurance,-43270000,3900,1780000000,1010000000,-0.005,-14.5,1.47,1210000000,3500000000,1630000000,2480000000
United Fire Group,https://companiesmarketcap.com/united-fire-group,USA,Insurance,-39730000,1091,550000000,730000000,0.0916,-19.7,0.5003,1090000000,3140000000,50000000,2410000000
ProAssurance,https://companiesmarketcap.com/proassurance,USA,Insurance,-39150000,1083,670000000,1110000000,-0.0056,78.2,0.6286,1130000000,5630000000,440000000,4510000000
Trupanion,https://companiesmarketcap.com/trupanion,USA,Insurance,-32960000,1187,970000000,300000000,-0.0562,-16.6,0.9279,1100000000,780000000,120000000,470000000
EverQuote,https://companiesmarketcap.com/everquote,USA,Insurance,-28560000,612,680000000,80900000,-0.0617,-20.6,2.3,280000000,110000000,2160000,30010000
Kingstone Companies,https://companiesmarketcap.com/kingstone-companies,USA,Insurance,-16200000,95,46230000,26520000,-0.2146,-3.35,0.3234,140000000,310000000,25220000,290000000
Vericity,https://companiesmarketcap.com/vericity,USA,Insurance,-10860000,417,160000000,99320000,,-13.5,0.9483,170000000,790000000,46480000,690000000
NI Holdings,https://companiesmarketcap.com/ni-holdings,USA,Insurance,-4270000,230,300000000,250000000,-0.2127,-14.7,0.836,360000000,650000000,,400000000
Donegal Group,https://companiesmarketcap.com/donegal-group,USA,Insurance,5680000,0,440000000,470000000,-0.0149,43.2,0.4792,920000000,2260000000,35000000,1780000000
Regional Management,https://companiesmarketcap.com/regional-management,USA,Insurance,20780000,1991,240000000,320000000,0.0891,9.17,0.5122,480000000,1790000000,1430000000,1470000000
Safety Insurance,https://companiesmarketcap.com/safety-insurance,USA,Insurance,24420000,538,1150000000,800000000,0.0424,36.5,1.24,920000000,2090000000,49750000,1280000000
Citizens Inc,https://companiesmarketcap.com/citizens,USA,Insurance,26170000,224,100000000,170000000,-0.0303,10.4,0.4161,240000000,1660000000,,1490000000
Investors Title Company,https://companiesmarketcap.com/investors-title-company,USA,Insurance,26230000,626,290000000,250000000,0.0898,12.5,1.34,220000000,330000000,6440000,79000000
Goosehead Insurance,https://companiesmarketcap.com/goosehead-insurance,USA,Insurance,32950000,1426,2240000000,16780000,0.0958,130,8.59,260000000,350000000,140000000,330000000
Hanover Insurance Group,https://companiesmarketcap.com/hanover-insurance,USA,Insurance,41100000,4600,4610000000,2460000000,0.0325,-54.1,0.7723,5960000000,14610000000,780000000,12140000000
Hagerty,https://companiesmarketcap.com/hagerty,USA,Insurance,44770000,1874,2830000000,410000000,0.0048,65.4,2.82,1010000000,1580000000,180000000,1170000000
Heritage Insurance,https://companiesmarketcap.com/heritage-insurance,USA,Insurance,52000000,612,280000000,220000000,-0.1077,-20.4,0.4113,730000000,2150000000,140000000,1930000000
Ambac,https://companiesmarketcap.com/ambac,USA,Insurance,76000000,155,680000000,1430000000,0,1.45,2.59,260000000,8420000000,3470000000,6990000000
AMERISAFE,https://companiesmarketcap.com/amerisafe,USA,Insurance,77370000,354,910000000,290000000,0.2276,14.2,2.96,300000000,1220000000,530000,930000000
Horace Mann Educators,https://companiesmarketcap.com/horace-mann-educators,USA,Insurance,83000000,1700,1400000000,1170000000,0.0021,-156,0.9794,1430000000,14040000000,540000000,12870000000
Tiptree,https://companiesmarketcap.com/tiptree,USA,Insurance,83050000,1304,580000000,570000000,0.0434,76.2,0.3571,1640000000,5130000000,430000000,4560000000
Univest,https://companiesmarketcap.com/univest,USA,Insurance,88680000,973,550000000,830000000,0.3185,7.03,1.88,290000000,7780000000,490000000,6940000000
Universal Insurance Holdings,https://companiesmarketcap.com/universal-insurance-holdings,USA,Insurance,94170000,1223,550000000,340000000,,8.1,0.3994,1390000000,2310000000,110000000,1970000000
Mercury General,https://companiesmarketcap.com/mercury-general,USA,Insurance,99420000,4300,2810000000,1540000000,-0.1216,-27.9,0.613,4620000000,7100000000,580000000,5550000000
Palomar Holdings,https://companiesmarketcap.com/palomar-holdings,USA,Insurance,100000000,191,1850000000,470000000,0.2305,26.1,5,370000000,1700000000,52600000,1230000000
American Coastal Insurance Corporation,https://companiesmarketcap.com/american-coastal-insurance-corporation,USA,Insurance,100000000,269,530000000,160000000,,-5.54,1.86,280000000,1060000000,140000000,890000000
HCI Group,https://companiesmarketcap.com/hci-group,USA,Insurance,110000000,578,1100000000,420000000,0.0275,-49.2,2.01,550000000,1810000000,200000000,1380000000
National Western Life,https://companiesmarketcap.com/national-western-life,USA,Insurance,120000000,273,1780000000,2430000000,0.2257,22.8,2.53,700000000,12250000000,,9810000000
Skyward Specialty Insurance Group,https://companiesmarketcap.com/skyward-specialty-insurance-group,USA,Insurance,120000000,448,1430000000,530000000,0.0686,26.4,1.62,890000000,2850000000,120000000,2310000000
Employers Holdings,https://companiesmarketcap.com/employers-holdings,USA,Insurance,150000000,676,1070000000,1010000000,0.121,9.6,1.27,850000000,3550000000,5900000,2530000000
American Equity Investment Life Holding,https://companiesmarketcap.com/american-equity-investment-life-holding,USA,Insurance,290000000,840,4420000000,3040000000,0.3236,9.11,2.8,1570000000,79910000000,860000000,76870000000
Genworth Financial,https://companiesmarketcap.com/genworth-financial,USA,Insurance,340000000,2500,2610000000,8330000000,0.1515,6.07,0.3573,7370000000,90810000000,1580000000,82480000000
RLI Corp.,https://companiesmarketcap.com/rli,USA,Insurance,380000000,1001,6270000000,1410000000,0.4553,21.9,4.15,1520000000,5180000000,100000000,3760000000
Kinsale Capital Group,https://companiesmarketcap.com/kinsale-capital,USA,Insurance,390000000,457,10490000000,1080000000,0.2881,38.3,8.62,1210000000,3770000000,180000000,2680000000
NMI Holdings,https://companiesmarketcap.com/nmi-holdings,USA,Insurance,440000000,239,2410000000,1920000000,0.7838,7.99,4.18,570000000,2940000000,390000000,1010000000
Selective Insurance,https://companiesmarketcap.com/selective-insurance,USA,Insurance,450000000,2520,6150000000,2950000000,0.0898,19.4,1.47,4230000000,11800000000,500000000,8840000000
CNO Financial Group,https://companiesmarketcap.com/cno-financial-group,USA,Insurance,590000000,3500,2760000000,2210000000,0.1242,13,0.6592,4140000000,35100000000,4150000000,32880000000
Primerica,https://companiesmarketcap.com/primerica,USA,Insurance,770000000,2646,7700000000,2060000000,0.2365,17.7,2.76,2810000000,15020000000,2040000000,12960000000
Radian Group,https://companiesmarketcap.com/radian,USA,Insurance,850000000,1400,4580000000,4390000000,0.7698,7.73,3.72,1240000000,7590000000,1530000000,3190000000
Enact Holdings,https://companiesmarketcap.com/enact,USA,Insurance,900000000,496,4720000000,4630000000,0.8269,7.41,4.12,1150000000,6190000000,740000000,1550000000
Jackson Financial,https://companiesmarketcap.com/jackson-financial,USA,Insurance,1140000000,2975,5000000000,10330000000,0.2072,10.8,1.56,3240000000,3.3025E+11,4020000000,3.1992E+11
Reinsurance Group of America,https://companiesmarketcap.com/rga,USA,Insurance,1160000000,3800,12120000000,9170000000,0.0809,12,0.663,18330000000,97620000000,4420000000,88450000000
Globe Life,https://companiesmarketcap.com/globe-life,USA,Insurance,1290000000,3543,5550000000,4480000000,0.2139,5.19,0.8488,5440000000,28050000000,2110000000,23560000000
Transportadora de Gas del Sur,https://companiesmarketcap.com/tgs,Argentina,Oil&Gas,290000000,1095,2880000000,1630000000,0.3103,16.4,3.46,960000000,2550000000,570000000,920000000
Viva Energy,https://companiesmarketcap.com/viva-energy,Australia,Oil&Gas,25030000,1705,3680000000,1370000000,0.0279,14.1,0.2102,17470000000,6190000000,2040000000,4820000000
Santos,https://companiesmarketcap.com/santos,Australia,Oil&Gas,1810000000,3550,16380000000,15270000000,0.2557,3.14,2.86,5880000000,29750000000,6150000000,14480000000
Fluxys Belgium,https://companiesmarketcap.com/fluxys-belgium,Belgium,Oil&Gas,160000000,784,1530000000,610000000,0.1285,28,1.67,1250000000,3530000000,1240000000,2910000000
DHT Holdings,https://companiesmarketcap.com/dht-holdings,Bermuda,Oil&Gas,190000000,1252,1830000000,1030000000,-0.0376,11.6,3.33,560000000,1490000000,430000000,460000000
Borr Drilling,https://companiesmarketcap.com/borr-drilling,Bermuda,Oil&Gas,210000000,1504,1480000000,910000000,-0.1592,-20.4,1.92,770000000,3040000000,1630000000,2120000000
Seadrill,https://companiesmarketcap.com/seadrill,Bermuda,Oil&Gas,370000000,2576,3650000000,3110000000,0,52.6,2.49,1500000000,4330000000,610000000,1210000000
3R Petroleum,https://companiesmarketcap.com/3r-petroleum,Brazil,Oil&Gas,260000000,531,1640000000,1140000000,0.1188,16.7,1.51,1130000000,4140000000,1920000000,3000000000
Vermilion Energy,https://companiesmarketcap.com/vermilion-energy,Canada,Oil&Gas,-160000000,740,1970000000,2280000000,0.5511,2.86,1.23,1640000000,4710000000,710000000,2420000000
Trican Well Service,https://companiesmarketcap.com/trican-well-service,Canada,Oil&Gas,120000000,1124,690000000,390000000,,8.47,0.9532,720000000,530000000,13690000,140000000
Frontera Energy,https://companiesmarketcap.com/frontera-energy,Canada,Oil&Gas,190000000,1191,530000000,1830000000,,1.89,0.4576,1180000000,3010000000,530000000,1180000000
Secure Energy Services,https://companiesmarketcap.com/secure-energy-services,Canada,Oil&Gas,190000000,2124,2340000000,890000000,0.034,21.3,0.3946,6150000000,2140000000,830000000,1250000000
Teekay Tankers,https://companiesmarketcap.com/teekay-tankers,Canada,Oil&Gas,550000000,1750,1960000000,1520000000,-0.4504,3.75,1.47,1360000000,1870000000,210000000,340000000
Teekay,https://companiesmarketcap.com/teekay,Canada,Oil&Gas,550000000,2300,660000000,1800000000,-0.4138,4.56,0.4631,1460000000,2190000000,220000000,390000000
AltaGas,https://companiesmarketcap.com/altagas,Canada,Oil&Gas,670000000,3045,6280000000,5930000000,0.068,13.9,0.6507,9690000000,17720000000,7460000000,11780000000
Crescent Point Energy,https://companiesmarketcap.com/crescent-point-energy,Canada,Oil&Gas,850000000,768,5500000000,5180000000,0.1345,-7.61,2.17,2550000000,9640000000,2800000000,4460000000
Pembina Pipeline,https://companiesmarketcap.com/pembina-pipeline,Canada,Oil&Gas,1980000000,2349,20110000000,11940000000,0.3483,9.86,2.81,6870000000,24630000000,8410000000,12690000000
CGG,https://companiesmarketcap.com/cgg-fr,France,Oil&Gas,19900000,3515,330000000,1060000000,,-1.63,0.3393,1070000000,2910000000,1300000000,1850000000
HELLENiQ ENERGY,https://companiesmarketcap.com/helleniq-energy,Greece,Oil&Gas,770000000,3519,2640000000,3250000000,0.0865,15.4,0.1958,13880000000,8960000000,3050000000,5700000000
Motor Oil (Hellas) Corinth Refineries,https://companiesmarketcap.com/motor-oil-hellas-corinth-refineries,Greece,Oil&Gas,1110000000,3083,3030000000,2890000000,0.0965,5.45,0.2171,14420000000,8110000000,2860000000,5210000000
Southern Petrochemical Industries Corp,https://companiesmarketcap.com/spic,India,Oil&Gas,33550000,617,190000000,120000000,0.3375,5.69,9.54,20650000,220000000,64860000,95720000
Adani Total Gas,https://companiesmarketcap.com/adani-total-gas,India,Oil&Gas,99910000,550,12480000000,380000000,0.1665,183,23.9,530000000,710000000,160000000,320000000
Gujarat Gas,https://companiesmarketcap.com/gujarat-gas,India,Oil&Gas,180000000,1034,4620000000,850000000,0.1198,30.7,2.51,1860000000,1360000000,18610000,500000000
Indraprastha Gas,https://companiesmarketcap.com/indraprastha-gas,India,Oil&Gas,300000000,710,3880000000,970000000,0.1455,20.5,2.56,1560000000,1490000000,10150000,520000000
Chennai Petroleum,https://companiesmarketcap.com/chennai-petroleum,India,Oil&Gas,540000000,1486,1590000000,940000000,0.0681,4.59,0.2008,8050000000,2190000000,410000000,1240000000
Chandra Asri Petrochemical,https://companiesmarketcap.com/chandra-asri-petrochemical,Indonesia,Oil&Gas,60070000,2269,38770000000,2820000000,,-429,18,2150000000,4990000000,1780000000,2170000000
Barito Pacific,https://companiesmarketcap.com/barito-pacific,Indonesia,Oil&Gas,520000000,3619,5930000000,3780000000,,240,2.15,2760000000,9470000000,4300000000,5680000000
Italgas,https://companiesmarketcap.com/italgas,Italy,Oil&Gas,630000000,3398,4380000000,2550000000,0.2625,10.4,1.87,2400000000,11880000000,7590000000,9330000000
Inpex,https://companiesmarketcap.com/inpex,Japan,Oil&Gas,8940000000,3364,21300000000,31350000000,0.6432,5.97,1.38,15290000000,46270000000,7490000000,14920000000
Dialog Group,https://companiesmarketcap.com/dialog-group,Malaysia,Oil&Gas,150000000,1948,2740000000,1360000000,,24.6,4.04,680000000,2060000000,440000000,690000000
Genesis Energy,https://companiesmarketcap.com/genesis-energy,New Zealand,Oil&Gas,210000000,1268,1510000000,1450000000,0.1311,12.1,1.21,1440000000,3080000000,820000000,1620000000
TGS ASA,https://companiesmarketcap.com/tgs-asa,Norway,Oil&Gas,100000000,908,1630000000,1300000000,,26.5,1.93,820000000,2060000000,61440000,760000000
DNO ASA,https://companiesmarketcap.com/dno-asa,Norway,Oil&Gas,150000000,1449,990000000,1230000000,,4.14,1.46,660000000,2630000000,570000000,1400000000
