document,element,observed,expected,gap_val,jsd,jsd_bits,LvS
1997,Acute_hepatitis,0.003254645,0.002617653,0.000636992,1.7308339398427742e-05,2.4970655416134769e-05,1.7308339398427742e-05
2010,Alcohol_use_disorders,0.003258706,0.003280917,-2.22E-05,1.88595081261859e-08,2.7208518847253504e-08,-1.89E-08
1996,Acute_hepatitis,0.003311815,0.002617653,0.000694162,2.0363036543975929e-05,2.9377651839434809e-05,2.0363036543975929e-05
1998,Alcohol_use_disorders,0.00332048,0.003280917,3.9562752300449731e-05,5.9276116848947855e-08,8.5517359821131807e-08,5.9276116848947855e-08
1997,Alcohol_use_disorders,0.003330214,0.003280917,4.9297263579054645e-05,9.1899649983095892e-08,1.3258316929004395e-07,9.1899649983095892e-08
1994,Alcohol_use_disorders,0.003331535,0.003280917,5.0618016651271178e-05,9.6870589725324278e-08,1.3975471940471471e-07,9.6870589725324278e-08
2009,Alcohol_use_disorders,0.003341358,0.003280917,6.0441044313021188e-05,1.3791221108313493e-07,1.9896526300767071e-07,1.3791221108313493e-07
1999,Alcohol_use_disorders,0.003370387,0.003280917,8.9470156726494977e-05,3.0088647961830242e-07,4.3408743201586307e-07,3.0088647961830242e-07
1996,Alcohol_use_disorders,0.003375415,0.003280917,9.4497526755302381e-05,3.3539803666449e-07,4.8387708421975447e-07,3.3539803666449e-07
1990,Parkinson_s_disease,0.003381457,0.004833124,-0.001451667,6.4472064463987359e-05,9.3013527678068137e-05,-6.45E-05
1995,Alcohol_use_disorders,0.003393766,0.003280917,0.000112849,4.770075466627261e-07,6.8817642203692572e-07,4.770075466627261e-07
1995,Acute_hepatitis,0.003403706,0.002617653,0.000786054,2.5727048125944168e-05,3.7116284748011352e-05,2.5727048125944168e-05
1991,Parkinson_s_disease,0.003424329,0.004833124,-0.001408795,6.0383202258745621e-05,8.7114546451687563e-05,-6.04E-05
2008,Alcohol_use_disorders,0.003424333,0.003280917,0.000143416,7.6692777659141215e-07,1.1064429000084291e-06,7.6692777659141215e-07
1994,Acute_hepatitis,0.003452013,0.002617653,0.000834361,2.8764643829156652e-05,4.1498609005261627e-05,2.8764643829156652e-05
2000,Alcohol_use_disorders,0.003456668,0.003280917,0.000175751,1.1462530123387062e-06,1.6536935365050872e-06,1.1462530123387062e-06
1992,Parkinson_s_disease,0.003483784,0.004833124,-0.00134934,5.4972094381038387e-05,7.9307967950804136e-05,-5.50E-05
2007,Alcohol_use_disorders,0.003515612,0.003280917,0.000234695,2.0265067054797231e-06,2.923631174323828e-06,2.0265067054797231e-06
2001,Alcohol_use_disorders,0.0035297,0.003280917,0.000248783,2.2724409884389973e-06,3.2784393447337557e-06,2.2724409884389973e-06
1993,Parkinson_s_disease,0.003546453,0.004833124,-0.001286671,4.9587528969367682e-05,7.1539682134044569e-05,-4.96E-05
1991,Exposure_to_forces_of_nature,0.003553177,0.001022777,0.0025304,0.000370266,0.00053418,0.000370266
1994,Parkinson_s_disease,0.00355937,0.004833124,-0.001273754,4.85176535141255e-05,6.9996178120397852e-05,-4.85E-05
1993,Acute_hepatitis,0.003582969,0.002617653,0.000965316,3.7723489927257812e-05,5.4423491843079608e-05,3.7723489927257812e-05
2002,Alcohol_use_disorders,0.003585432,0.003280917,0.000304515,3.3773389356881687e-06,4.8724701339185305e-06,3.3773389356881687e-06
2006,Alcohol_use_disorders,0.003596332,0.003280917,0.000315415,3.6177834948456378e-06,5.2193583070237449e-06,3.6177834948456378e-06
2019,Maternal_disorders,0.003611395,0.005317571,-0.001706176,8.20088370404071e-05,0.000118314,-8.20E-05
2003,Alcohol_use_disorders,0.003641584,0.003280917,0.000360667,4.6998733120281929e-06,6.7804839200694616e-06,4.6998733120281929e-06
1995,Parkinson_s_disease,0.003657274,0.004833124,-0.00117585,4.0842534081492708e-05,5.8923321376708006e-05,-4.08E-05
2004,Alcohol_use_disorders,0.003658836,0.003280917,0.000377919,5.1476340506684785e-06,7.4264661172105815e-06,5.1476340506684785e-06
2005,Alcohol_use_disorders,0.003663985,0.003280917,0.000383068,5.28500259332375e-06,7.6246470324734857e-06,5.28500259332375e-06
2014,Conflict_and_terrorism,0.003665788,0.002259519,0.001406269,8.4239905107084175e-05,0.000121532,8.4239905107084175e-05
1992,Acute_hepatitis,0.003681741,0.002617653,0.001064088,4.5152404418090586e-05,6.5141149938192211e-05,4.5152404418090586e-05
2018,Maternal_disorders,0.003699096,0.005317571,-0.001618475,7.3023468107008473e-05,0.000105351,-7.30E-05
1991,Acute_hepatitis,0.003751181,0.002617653,0.001133528,5.0706171613074688e-05,7.3153542328647589e-05,5.0706171613074688e-05
1996,Parkinson_s_disease,0.003752567,0.004833124,-0.001080557,3.4088860673774589e-05,4.9179830243609408e-05,-3.41E-05
2017,Maternal_disorders,0.003773402,0.005317571,-0.001544169,6.5891130205100767e-05,9.5060806785467861e-05,-6.59E-05
1990,Acute_hepatitis,0.00382235,0.002617653,0.001204697,5.6672365728059344e-05,8.1760940991316866e-05,5.6672365728059344e-05
1997,Parkinson_s_disease,0.00384268,0.004833124,-0.000990444,2.8329374458270333e-05,4.0870648042433077e-05,-2.83E-05
2016,Maternal_disorders,0.003892759,0.005317571,-0.001424813,5.5325573222288053e-05,7.98179301221342e-05,-5.53E-05
2019,Protein_energy_malnutrition,0.003898336,0.00839153,-0.004493194,0.000420356,0.000606445,-0.000420356
1998,Parkinson_s_disease,0.003932704,0.004833124,-0.00090042,2.3163457409128486e-05,3.3417805133992383e-05,-2.32E-05
1999,Parkinson_s_disease,0.004019509,0.004833124,-0.000813615,1.8720545890044306e-05,2.7008038718301185e-05,-1.87E-05
2015,Maternal_disorders,0.004019755,0.005317571,-0.001297816,4.5242948292820487e-05,6.5271777137247911e-05,-4.52E-05
2018,Protein_energy_malnutrition,0.004075469,0.00839153,-0.004316061,0.000381398,0.000550241,-0.000381398
2000,Parkinson_s_disease,0.004132023,0.004833124,-0.000701101,1.372105796508156e-05,1.9795302281973177e-05,-1.37E-05
2014,Maternal_disorders,0.004191297,0.005317571,-0.001126274,3.3428692039823239e-05,4.8227408229257355e-05,-3.34E-05
2001,Parkinson_s_disease,0.004261466,0.004833124,-0.000571658,8.9890763318689311e-06,1.2968495846159661e-05,-8.99E-06
2017,Protein_energy_malnutrition,0.004300796,0.00839153,-0.004090734,0.000335568,0.000484123,-0.000335568
2019,Meningitis,0.004344302,0.007257858,-0.002913556,0.000184887,0.000266736,-0.000184887
2019,Drowning,0.004360565,0.007123639,-0.002763074,0.000167839,0.000242141,-0.000167839
2013,Maternal_disorders,0.004387713,0.005317571,-0.000929859,2.230654015112832e-05,3.2181534855423374e-05,-2.23E-05
2002,Parkinson_s_disease,0.004395563,0.004833124,-0.000437561,5.1884681453099305e-06,7.4853772630489947e-06,-5.19E-06
2016,Protein_energy_malnutrition,0.004443168,0.00839153,-0.003948362,0.000308641,0.000445275,-0.000308641
2018,Drowning,0.004487159,0.007123639,-0.00263648,0.000150981,0.000217819,-0.000150981
2012,Maternal_disorders,0.004489872,0.005317571,-0.000827699,1.7484208384878022e-05,2.5224380730732756e-05,-1.75E-05
2018,Meningitis,0.004513305,0.007257858,-0.002744553,0.000161461,0.000232939,-0.000161461
2003,Parkinson_s_disease,0.004524392,0.004833124,-0.000308732,2.5469604970877074e-06,3.6744872784885245e-06,-2.55E-06
2017,Drowning,0.00458123,0.007123639,-0.002542409,0.000139166,0.000200773,-0.000139166
2015,Protein_energy_malnutrition,0.004584256,0.00839153,-0.003807274,0.000283429,0.000408901,-0.000283429
2004,Parkinson_s_disease,0.004615735,0.004833124,-0.000217389,1.2504706467947267e-06,1.8040478009079668e-06,-1.25E-06
2019,Nutritional_deficiencies,0.004622052,0.009616495,-0.004994443,0.000447429,0.000645504,-0.000447429
2011,Maternal_disorders,0.004654902,0.005317571,-0.000662669,1.1016676832443178e-05,1.5893705033242106e-05,-1.10E-05
2008,Exposure_to_forces_of_nature,0.004704131,0.001022777,0.003681354,0.000641117,0.000924936,0.000641117
2017,Meningitis,0.004738268,0.007257858,-0.00251959,0.00013329,0.000192297,-0.00013329
2014,Protein_energy_malnutrition,0.004738906,0.00839153,-0.003652624,0.000257404,0.000371355,-0.000257404
2016,Drowning,0.004753978,0.007123639,-0.002369661,0.000118987,0.000171663,-0.000118987
2010,Maternal_disorders,0.004754776,0.005317571,-0.000562795,7.8656860715580921e-06,1.1347786288626252e-05,-7.87E-06
2005,Parkinson_s_disease,0.004768883,0.004833124,-6.42E-05,1.0745036923262753e-07,1.5501811483359978e-07,-1.07E-07
2010,Exposure_to_forces_of_nature,0.004779626,0.001022777,0.003756849,0.000659908,0.000952047,0.000659908
2018,Nutritional_deficiencies,0.004820111,0.009616495,-0.004796384,0.000406058,0.000585818,-0.000406058
2009,Maternal_disorders,0.004893221,0.005317571,-0.00042435,4.4101597844006969e-06,6.362515650482826e-06,-4.41E-06
2013,Protein_energy_malnutrition,0.004897456,0.00839153,-0.003494074,0.000232397,0.000335278,-0.000232397
2015,Drowning,0.004902713,0.007123639,-0.002220926,0.000103126,0.00014878,-0.000103126
2006,Parkinson_s_disease,0.004911509,0.004833124,7.8385493795876844e-05,1.5763425093604121e-07,2.2741815209967309e-07,1.5763425093604121e-07
2004,Exposure_to_forces_of_nature,0.004914437,0.001022777,0.00389166,0.000693724,0.001000833,0.000693724
2008,Maternal_disorders,0.00494653,0.005317571,-0.000371042,3.35396853299074e-06,4.8387537698433726e-06,-3.35E-06
2016,Meningitis,0.004991571,0.007257858,-0.002266287,0.000105429,0.000152101,-0.000105429
2014,Drowning,0.00504188,0.007123639,-0.002081759,8.9497227959291269e-05,0.000129117,-8.95E-05
2012,Protein_energy_malnutrition,0.005050452,0.00839153,-0.003341078,0.000209803,0.000302682,-0.000209803
2007,Parkinson_s_disease,0.00506059,0.004833124,0.000227466,1.307532815300235e-06,1.8863711084332339e-06,1.307532815300235e-06
2017,Nutritional_deficiencies,0.00506657,0.009616495,-0.004549925,0.000358347,0.000516986,-0.000358347
2007,Maternal_disorders,0.005102534,0.005317571,-0.000215038,1.1095032578646745e-06,1.6006748479715147e-06,-1.11E-06
2015,Meningitis,0.00516405,0.007257858,-0.002093808,8.8654452061547723e-05,0.000127901,-8.87E-05
2008,Parkinson_s_disease,0.005195613,0.004833124,0.000362489,3.2762625380119065e-06,4.7266477162400666e-06,3.2762625380119065e-06
2016,Nutritional_deficiencies,0.005219801,0.009616495,-0.004396693,0.00033068,0.000477071,-0.00033068
2013,Drowning,0.005238933,0.007123639,-0.001884705,7.2112893814768012e-05,0.000104037,-7.21E-05
2006,Maternal_disorders,0.005245595,0.005317571,-7.20E-05,1.2261241595807741e-07,1.7689232445413309e-07,-1.23E-07
2005,Maternal_disorders,0.005331656,0.005317571,1.408461653122639e-05,4.6570627356583054e-09,6.7187213138430273e-09,4.6570627356583054e-09
2009,Parkinson_s_disease,0.005365419,0.004833124,0.000532295,6.9487186956292428e-06,1.0024882002716735e-05,6.9487186956292428e-06
2015,Nutritional_deficiencies,0.005376251,0.009616495,-0.004240243,0.000303936,0.000438488,-0.000303936
2004,Maternal_disorders,0.005377622,0.005317571,6.005033966852754e-05,8.4291657804772671e-08,1.2160715670325503e-07,8.4291657804772671e-08
2011,Protein_energy_malnutrition,0.005385801,0.00839153,-0.003005729,0.000165262,0.000238423,-0.000165262
2012,Drowning,0.005446596,0.007123639,-0.001677042,5.6102261710244932e-05,8.0938454752025143e-05,-5.61E-05
2014,Meningitis,0.00547,0.007257858,-0.001787858,6.2992353104506459e-05,9.0878755437797976e-05,-6.30E-05
2010,Parkinson_s_disease,0.005477445,0.004833124,0.000644322,1.0072694927975131e-05,1.4531827020977136e-05,1.0072694927975131e-05
2003,Maternal_disorders,0.005484595,0.005317571,0.000167024,6.45660283592306e-07,9.3149088923758171e-07,6.45660283592306e-07
2010,Protein_energy_malnutrition,0.00553607,0.00839153,-0.00285546,0.000147401,0.000212654,-0.000147401
2014,Nutritional_deficiencies,0.005550751,0.009616495,-0.004065743,0.000275827,0.000397935,-0.000275827
2011,Drowning,0.005576028,0.007123639,-0.001547611,4.7266240299792669e-05,6.8190770481976962e-05,-4.73E-05
2009,Protein_energy_malnutrition,0.005597621,0.00839153,-0.002793909,0.000140442,0.000202615,-0.000140442
2011,Parkinson_s_disease,0.005643114,0.004833124,0.00080999,1.5672102004251503e-05,2.2610063841839627e-05,1.5672102004251503e-05
2002,Maternal_disorders,0.005649689,0.005317571,0.000332117,2.5147283278778495e-06,3.6279860878123688e-06,2.5147283278778495e-06
2013,Meningitis,0.005684139,0.007257858,-0.001573719,4.7958792723062015e-05,6.9189912428583282e-05,-4.80E-05
2013,Nutritional_deficiencies,0.005722406,0.009616495,-0.003894089,0.000249874,0.000360492,-0.000249874
2010,Drowning,0.00576785,0.007123639,-0.001355789,3.5712846352977529e-05,5.1522746329470188e-05,-3.57E-05
2012,Parkinson_s_disease,0.005793213,0.004833124,0.000960089,2.1715614005055083e-05,3.1329008634951889e-05,2.1715614005055083e-05
2008,Protein_energy_malnutrition,0.005800373,0.00839153,-0.002591157,0.000118939,0.000171593,-0.000118939
2001,Maternal_disorders,0.005837573,0.005317571,0.000520001,6.0622139041903238e-06,8.7459259363835023e-06,6.0622139041903238e-06
2012,Nutritional_deficiencies,0.005891913,0.009616495,-0.003724581,0.00022583,0.000325803,-0.00022583
2012,Meningitis,0.005930927,0.007257858,-0.00132693,3.3432321702178691e-05,4.8232644725137666e-05,-3.34E-05
2009,Drowning,0.005949239,0.007123639,-0.0011744,2.6411082949499376e-05,3.8103138395749807e-05,-2.64E-05
2013,Parkinson_s_disease,0.005958743,0.004833124,0.001125619,2.9404666242787358e-05,4.2421966167464433e-05,2.9404666242787358e-05
2000,Maternal_disorders,0.005973467,0.005317571,0.000655896,9.5306062494127574e-06,1.3749758372693148e-05,9.5306062494127574e-06
1999,Maternal_disorders,0.00606135,0.005317571,0.000743779,1.2162869446219227e-05,1.754731143304037e-05,1.2162869446219227e-05
2008,Drowning,0.006083318,0.007123639,-0.00104032,2.0507915962088253e-05,2.9586668657472339e-05,-2.05E-05
2007,Protein_energy_malnutrition,0.006103378,0.00839153,-0.002288152,9.068020464930715e-05,0.000130824,-9.07E-05
2014,Parkinson_s_disease,0.006103724,0.004833124,0.0012706,3.6986786246486023e-05,5.33606530962255e-05,3.6986786246486023e-05
1998,Maternal_disorders,0.006146761,0.005317571,0.00082919,1.5006462969088357e-05,2.1649749706787643e-05,1.5006462969088357e-05
1997,Maternal_disorders,0.006202106,0.005317571,0.000884535,1.6996409398076635e-05,2.4520635551523734e-05,1.6996409398076635e-05
2011,Meningitis,0.006203382,0.007257858,-0.001054475,2.0671527500916746e-05,2.9822710213172418e-05,-2.07E-05
2015,Parkinson_s_disease,0.006205252,0.004833124,0.001372128,4.2751193572124527e-05,6.1676934958588181e-05,4.2751193572124527e-05
1996,Maternal_disorders,0.006212022,0.005317571,0.000894451,1.7365019359700807e-05,2.5052427315181198e-05,1.7365019359700807e-05
2011,Nutritional_deficiencies,0.006235001,0.009616495,-0.003381493,0.000181731,0.000262183,-0.000181731
1995,Maternal_disorders,0.006292113,0.005317571,0.000974541,2.0475345833338308e-05,2.9539679894243677e-05,2.0475345833338308e-05
2007,Drowning,0.006301397,0.007123639,-0.000822242,1.2597826555491438e-05,1.8174821897586789e-05,-1.26E-05
2016,Parkinson_s_disease,0.006319301,0.004833124,0.001486177,4.9659740975236809e-05,7.16438620368046e-05,4.9659740975236809e-05
1994,Maternal_disorders,0.006347584,0.005317571,0.001030012,2.2766696604466729e-05,3.284540028868775e-05,2.2766696604466729e-05
2010,Nutritional_deficiencies,0.006389712,0.009616495,-0.003226783,0.000163746,0.000236236,-0.000163746
2006,Protein_energy_malnutrition,0.006397836,0.00839153,-0.001993693,6.7395396496535787e-05,9.72310043042976e-05,-6.74E-05
2017,Parkinson_s_disease,0.006428198,0.004833124,0.001595074,5.6672670137003034e-05,8.1761380160590337e-05,5.6672670137003034e-05
2009,Nutritional_deficiencies,0.006470435,0.009616495,-0.00314606,0.000154812,0.000223346,-0.000154812
2006,Drowning,0.00647199,0.007123639,-0.000651649,7.81150069589914e-06,1.1269613315874377e-05,-7.81E-06
2010,Meningitis,0.006480762,0.007257858,-0.000777096,1.0994553918036178e-05,1.5861788414337118e-05,-1.10E-05
1993,Maternal_disorders,0.006496832,0.005317571,0.001179261,2.9476196777552816e-05,4.2525162915242695e-05,2.9476196777552816e-05
2018,Parkinson_s_disease,0.006561218,0.004833124,0.001728094,6.5775254328212475e-05,9.4893633232522463e-05,6.5775254328212475e-05
2005,Protein_energy_malnutrition,0.006651266,0.00839153,-0.001740263,5.044455513952725e-05,7.2776109539645837e-05,-5.04E-05
2019,Parkinson_s_disease,0.006672189,0.004833124,0.001839065,7.3807498837033753e-05,0.000106482,7.3807498837033753e-05
2008,Nutritional_deficiencies,0.006696958,0.009616495,-0.002919537,0.00013133,0.000189469,-0.00013133
2005,Drowning,0.006708856,0.007123639,-0.000414782,3.1098901965168291e-06,4.4866231642240336e-06,-3.11E-06
1992,Maternal_disorders,0.006732026,0.005317571,0.001414454,4.1605143314843776e-05,6.0023533935799726e-05,4.1605143314843776e-05
2009,Meningitis,0.006750772,0.007257858,-0.000507086,4.5898901527262348e-06,6.6218117615632257e-06,-4.59E-06
1991,Maternal_disorders,0.006769697,0.005317571,0.001452125,4.37189280605519e-05,6.3073080705939582e-05,4.37189280605519e-05
2008,Meningitis,0.006853176,0.007257858,-0.000404681,2.9017958964719831e-06,4.186406549512074e-06,-2.90E-06
2004,Drowning,0.006860244,0.007123639,-0.000263395,1.2403748700913573e-06,1.7894826739240934e-06,-1.24E-06
1990,Maternal_disorders,0.006949203,0.005317571,0.001631632,5.441788653994217e-05,7.8508415046832841e-05,5.441788653994217e-05
2004,Protein_energy_malnutrition,0.007004375,0.00839153,-0.001387155,3.1287727480069905e-05,4.5138649276182197e-05,-3.13E-05
2007,Nutritional_deficiencies,0.007019002,0.009616495,-0.002597493,0.00010181,0.000146881,-0.00010181
2003,Drowning,0.00707893,0.007123639,-4.47E-05,3.5185748647563114e-08,5.076230508380486e-08,-3.52E-08
2007,Meningitis,0.007126891,0.007257858,-0.000130967,2.9810240773291103e-07,4.3007086531333056e-07,-2.98E-07
2006,Meningitis,0.007263055,0.007257858,5.1972042473267047e-06,4.6503505025525134e-10,6.70903760842801e-10,4.6503505025525134e-10
2005,Meningitis,0.007295726,0.007257858,3.7868900719689735e-05,2.4634056957249323e-08,3.553943180919987e-08,2.4634056957249323e-08
2006,Nutritional_deficiencies,0.00733393,0.009616495,-0.002282564,7.7077132793858423e-05,0.000111199,-7.71E-05
2004,Meningitis,0.007367945,0.007257858,0.000110088,2.0715837353249233e-07,2.9886635817395018e-07,2.0715837353249233e-07
2002,Drowning,0.007402638,0.007123639,0.000278999,1.3397293347271151e-06,1.932820867344279e-06,1.3397293347271151e-06
2003,Protein_energy_malnutrition,0.007445289,0.00839153,-0.000946241,1.4142772117200689e-05,2.0403707197908142e-05,-1.41E-05
2003,Meningitis,0.007515092,0.007257858,0.000257234,1.1198294483801382e-06,1.6155723918194488e-06,1.1198294483801382e-06
2019,Interpersonal_violence,0.007591417,0.008711163,-0.001119747,1.9242667492715983e-05,2.7761300965216613e-05,-1.92E-05
2005,Nutritional_deficiencies,0.007596804,0.009616495,-0.002019691,5.9380872091720064e-05,8.5668489690386392e-05,-5.94E-05
2002,Meningitis,0.007613918,0.007257858,0.000356061,2.1314101723023972e-06,3.0749748856809595e-06,2.1314101723023972e-06
1990,HIV_AIDS,0.007722207,0.024665889590806376,-0.016943682,0.00233011,0.003361639,-0.00233011
2001,Drowning,0.007769177,0.007123639,0.000645538,6.997501708617184e-06,1.0095261013634061e-05,6.997501708617184e-06
2018,Interpersonal_violence,0.007829808,0.008711163,-0.000881355,1.1745906234460321e-05,1.6945760675202665e-05,-1.17E-05
2001,Meningitis,0.007851743,0.007257858,0.000593885,5.8371895227743919e-06,8.42128437723563e-06,5.8371895227743919e-06
2016,Interpersonal_violence,0.007881548,0.008711163,-0.000829616,1.0374270550509167e-05,1.4966908676059991e-05,-1.04E-05
2017,Interpersonal_violence,0.007901968,0.008711163,-0.000809195,9.8575008073123927e-06,1.4221367530268543e-05,-9.86E-06
2004,Nutritional_deficiencies,0.007986025,0.009616495,-0.001630469,3.7810555196844166e-05,5.4549100475745504e-05,-3.78E-05
2015,Interpersonal_violence,0.008029135,0.008711163,-0.000682028,6.9486678871951227e-06,1.0024808701640795e-05,-6.95E-06
2000,Meningitis,0.008033121,0.007257858,0.000775263,9.83081165445749e-06,1.4182863221799248e-05,9.83081165445749e-06
2014,Interpersonal_violence,0.008062885,0.008711163,-0.000648279,6.2651838309406315e-06,9.038749643155767e-06,-6.27E-06
2000,Drowning,0.008067106,0.007123639,0.000943467,1.46586539698001e-05,2.1147967388337923e-05,1.46586539698001e-05
2013,Interpersonal_violence,0.008160364,0.008711163,-0.000550799,4.4962394434062026e-06,6.4867023476514821e-06,-4.50E-06
1999,Meningitis,0.008187175,0.007257858,0.000929317,1.3987553477373416e-05,2.0179774035975805e-05,1.3987553477373416e-05
2011,Interpersonal_violence,0.008209738,0.008711163,-0.000501426,3.7152944175029921e-06,5.3600368315740171e-06,-3.72E-06
2012,Interpersonal_violence,0.008255205,0.008711163,-0.000455959,3.0637565881473379e-06,4.4200664362110544e-06,-3.06E-06
2010,Interpersonal_violence,0.008278977,0.008711163,-0.000432186,2.7487297258577782e-06,3.9655787442390968e-06,-2.75E-06
1999,Drowning,0.008334766,0.007123639,0.001211127,2.374650715167287e-05,3.4258968106152755e-05,2.374650715167287e-05
1998,Meningitis,0.008357695,0.007257858,0.001099837,1.9382026968001263e-05,2.7962354189111574e-05,1.9382026968001263e-05
2008,Interpersonal_violence,0.008436471,0.008711163,-0.000274692,1.1001379007542783e-06,1.5871634937121919e-06,-1.10E-06
2009,Interpersonal_violence,0.008471831,0.008711163,-0.000239333,8.3341093435266428e-07,1.2023578220132262e-06,-8.33E-07
2007,Interpersonal_violence,0.008486174,0.008711163,-0.00022499,7.3589667601244485e-07,1.0616744850898264e-06,-7.36E-07
2003,Nutritional_deficiencies,0.008494105,0.009616495,-0.00112239,1.7400946886560143e-05,2.5104259780012567e-05,-1.74E-05
1990,Interpersonal_violence,0.008559506,0.008711163,-0.000151657,3.3293848307062367e-07,4.8032869844708284e-07,-3.33E-07
1997,Meningitis,0.008589515,0.007257858,0.001331657,2.8007849517586191e-05,4.0406785604985944e-05,2.8007849517586191e-05
2006,Interpersonal_violence,0.008646619,0.008711163,-6.45E-05,6.0002006557500283e-08,8.6564597303892725e-08,-6.00E-08
1998,Drowning,0.008651771,0.007123639,0.001528132,3.7064851014993077e-05,5.3473276750618774e-05,3.7064851014993077e-05
1991,Interpersonal_violence,0.008708383,0.008711163,-2.78E-06,1.109458094199256e-10,1.6006096905753871e-10,-1.11E-10
2005,Interpersonal_violence,0.008790668,0.008711163,7.9504357184167e-05,9.0290044909206539e-08,1.3026100003215406e-07,9.0290044909206539e-08
1997,Drowning,0.008857596,0.007123639,0.001733957,4.7126125735816109e-05,6.7988627895371656e-05,4.7126125735816109e-05
1995,Meningitis,0.008875108,0.007257858,0.00161725,4.0598487077323495e-05,5.8571235974049273e-05,4.0598487077323495e-05
2004,Interpersonal_violence,0.008936823,0.008711163,0.000225659,7.2137889260692078e-07,1.0407297509659767e-06,7.2137889260692078e-07
1994,Meningitis,0.00896006,0.007257858,0.001702203,4.4747390896169421e-05,6.4556838938623578e-05,4.4747390896169421e-05
1996,Meningitis,0.009008021,0.007257858,0.001750164,4.7169468088979478e-05,6.80511576933409e-05,4.7169468088979478e-05
2003,Interpersonal_violence,0.009093344,0.008711163,0.000382181,2.051071190078163e-06,2.9590702344359903e-06,2.051071190078163e-06
1996,Drowning,0.009138352,0.007123639,0.002014713,6.25617667484425e-05,9.0257550637230053e-05,6.25617667484425e-05
1997,Interpersonal_violence,0.009155652,0.008711163,0.000444489,2.7647741407356761e-06,3.9887259420174047e-06,2.7647741407356761e-06
1992,Interpersonal_violence,0.009158434,0.008711163,0.00044727,2.7990508212904385e-06,4.0381767390718963e-06,2.7990508212904385e-06
1998,Interpersonal_violence,0.009178243,0.008711163,0.00046708,3.0491257982959787e-06,4.3989586682482104e-06,3.0491257982959787e-06
1999,Interpersonal_violence,0.009247066,0.008711163,0.000535902,3.9986356624188181e-06,5.7688118404933843e-06,3.9986356624188181e-06
1993,Meningitis,0.009313475,0.007257858,0.002055617,6.3912583266686259e-05,9.2206366929251216e-05,6.3912583266686259e-05
2001,Interpersonal_violence,0.009325195,0.008711163,0.000614031,5.2270422378250362e-06,7.5410279150273295e-06,5.2270422378250362e-06
1996,Interpersonal_violence,0.009340787,0.008711163,0.000629624,5.4911898213665165e-06,7.922112323865427e-06,5.4911898213665165e-06
2000,Interpersonal_violence,0.009373362,0.008711163,0.000662198,6.0632568207771007e-06,8.7474305469713062e-06,6.0632568207771007e-06
2002,Protein_energy_malnutrition,0.009450124,0.00839153,0.001058594,1.5711543463442718e-05,2.2666965839420218e-05,1.5711543463442718e-05
2002,Interpersonal_violence,0.009455196,0.008711163,0.000744032,7.6203888031897964e-06,1.0993897136007703e-05,7.6203888031897964e-06
1995,Drowning,0.009470144,0.007123639,0.002346505,8.3232745648691912e-05,0.000120079,8.3232745648691912e-05
1994,Interpersonal_violence,0.009570073,0.008711163,0.00085891,1.0092287850559318e-05,1.4560093633225864e-05,1.0092287850559318e-05
1993,Interpersonal_violence,0.009579532,0.008711163,0.000868369,1.0310543003980811e-05,1.4874969260715512e-05,1.0310543003980811e-05
1992,Meningitis,0.009591731,0.007257858,0.002333873,8.1077889036606956e-05,0.000116971,8.1077889036606956e-05
1994,Drowning,0.009599933,0.007123639,0.002476294,9.2005473818234144e-05,0.000132736,9.2005473818234144e-05
1995,Interpersonal_violence,0.0096205,0.008711163,0.000909336,1.1281467560874596e-05,1.627571730402349e-05,1.1281467560874596e-05
1991,Meningitis,0.009728181,0.007257858,0.002470323,9.013567626661213e-05,0.000130038,9.013567626661213e-05
1991,HIV_AIDS,0.009775934,0.024665889590806376,-0.014889956,0.001663617,0.002400093,-0.001663617
1993,Drowning,0.00985785,0.007123639,0.002734212,0.00011054,0.000159476,0.00011054
1990,Meningitis,0.009932623,0.007257858,0.002674765,0.000104469,0.000150718,0.000104469
2001,Protein_energy_malnutrition,0.009983819,0.00839153,0.001592289,3.4537680830080638e-05,4.9827340857363157e-05,3.4537680830080638e-05
1994,Nutritional_deficiencies,0.014070252,0.009616495,0.004453757,0.000210608,0.000303844,0.000210608
2015,Self_harm,0.014321243,0.016216242449844733,-0.001895,2.9417382751055466e-05,4.244031221088025e-05,-2.94E-05
2014,Self_harm,0.014526519,0.016216242449844733,-0.001689724,2.3229909224106043e-05,3.3513674837918574e-05,-2.32E-05
1990,Protein_energy_malnutrition,0.015073469,0.00839153,0.006681939,0.000482337,0.000695866,0.000482337
1991,Diabetes_mellitus,0.015425197,0.021199270678605164,-0.005774074,0.000228532,0.000329702,-0.000228532
2009,Self_harm,0.015748948,0.016216242449844733,-0.000467294,1.7078872754236544e-06,2.4639605026510695e-06,-1.71E-06
1992,Nutritional_deficiencies,0.015759733,0.009616495,0.006143238,0.000375518,0.000541758,0.000375518
2012,Malaria,0.015933209,0.01737756,-0.001444351,1.56616377176578e-05,2.2594967067464452e-05,-1.57E-05
2002,Self_harm,0.016589944,0.016216242449844733,0.000373701,1.0642487897692514e-06,1.5353864512721799e-06,1.0642487897692514e-06
2000,Malaria,0.018356903,0.01737756,0.000979342,6.7108309497644766e-06,9.6816825314693827e-06,6.7108309497644766e-06
1999,Malaria,0.018756533,0.01737756,0.001378973,1.3159507262998913e-05,1.8985155868870828e-05,1.3159507262998913e-05
