,Gene_10,Gene_5,Gene_46,Gene_23,Gene_13,Gene_42,Gene_22,Gene_20,Gene_11,Gene_30,Gene_37,Gene_35,Gene_33,Gene_36,Gene_44,Gene_17,Gene_15,Gene_21,Gene_41,Gene_6,Gene_7,Gene_39,Gene_29,Gene_25,Gene_32,Gene_38,Gene_18,Gene_34,Gene_28,Gene_48,Gene_3,Gene_49,Gene_4,Gene_14,Gene_8,Gene_40,Gene_1,Gene_27,Gene_2,Gene_45,Gene_19,Gene_43,Gene_50,Gene_12,Gene_31,Gene_9,Gene_47,Gene_16,Gene_24,Gene_26
a1250,-0.0009059483079385195,-0.0013083499826105835,0.0014987183694892643,-0.0027477310699693565,-0.007372711517648484,0.0012125833208699094,-0.006739065034562675,-0.002454549592129279,0.00012202624442530434,-0.005581961534255444,-6.9347642995294255e-06,-0.0008843736020184177,1.2444488241837413e-07,2.6014565983016515e-05,0.0015186095472016535,-0.002240305218969825,0.0013875672653867778,-0.0010484413819683795,-0.00040919038735079405,0.00019137485861711384,0.0028728856860687716,-0.0013464595082150164,0.001166272986650784,-0.0014367464257015383,3.3511157638877766e-06,-3.199921796308541e-05,-0.0018845443616330765,-0.005973870941939869,0.0018699073932467569,0.003044571804258449,0.0033413201115693493,-3.324264790715068e-06,1.8625708075002147e-05,0.0012749821870464409,9.500870247499185e-06,-0.008602699913464287,4.854092176787732e-06,0.012734470985664157,0.0005964039729173336,0.0016753910193817324,-4.22412718739443e-05,-0.0005713069309232505,-0.0018772793969912857,-0.004442066385376524,-3.209902217837866e-05,0.0004126971547271782,1.0725702054793047e-05,-0.00021483925437791205,-1.8031999544363894e-05,-0.0058473814918407665
a1251,-5.1593740274805816e-05,-0.003124260791058369,0.00044182482425535923,0.003977940664772057,-0.000335588572868248,-0.00024606282802365226,0.012754256166078252,0.0011352582896054925,-0.00011556587267344087,0.0014595700255128838,1.1260680586192462e-05,-0.0003395903425571843,-0.005030622478129396,-0.0013835288906274995,-0.0010170536078303112,-8.353012835200465e-05,-0.0004782914933054434,0.00022727078207164368,-0.0013728421986370057,-0.0025222809458828985,-0.00012787213597845442,-0.0019536326942404367,-0.00211088067447776,0.002883687739204106,-5.066539605239604e-05,3.5268226740430984e-05,-0.0027490079300930555,-0.001384311870399489,0.0006641319115384672,0.007410752424156047,-0.002567058528244863,-0.0008073654831142435,-0.0011805851094617726,-0.0014723015990612616,0.005400145956825654,-4.928684608730867e-05,-0.0013423004444144,0.00026885561632201613,0.0002592666544277758,-0.00031876708232365936,-0.0001273206471019211,-0.001150983893391549,-0.0012187526554014532,-0.004194494018104204,-0.004240909923338251,0.0011555620112515697,-0.0007911493307701128,-0.0012736926578449776,-0.0001034359453812683,0.008788732253518021
a1252,-0.0037472302770377324,0.00021859550995362124,-0.0034036867846072073,-0.00012533260116563152,-8.367869690033259e-05,-0.0025099857531053755,-0.0009429933502543308,-3.069358721523156e-05,2.6505945960900233e-05,0.0020609014762434643,-0.0007852710304614382,-0.00022264002500765856,-7.793498797612278e-05,-0.0019991203835862353,0.0020376993878820785,-0.005395940284107524,0.0005683969189066128,-0.0006955282622055597,-0.001469265459349728,0.0029579449089015978,0.0006370771310837582,8.190660136588447e-05,-0.0001145282463313618,-9.534359963883372e-05,-0.0019367793718488074,0.0015698881135241234,3.9893381214168894e-05,-0.0002099893472797573,0.00021497013866108748,0.00020043528252964736,0.00011343406142758105,-0.00022974788323708545,0.0005807560917764705,-0.0027252579724310125,0.014720017539782526,-0.001502687611001037,4.845118283146679e-05,-4.993417618883475e-05,0.00029783232936455217,2.493716844921941e-06,0.0007115085836328565,-1.097522407893345e-06,0.001319188294864701,3.502115198470866e-05,-0.000373887938643719,-1.711341545114725e-05,0.0006014510915957083,-0.004434424897375012,-0.002633177427052751,-0.004702366833427216
a1253,-0.0015083132863560169,-0.00011577022483982673,-0.0019334136528994061,-0.002824662985614018,0.0013612701293142732,-0.0028759041138737788,-0.007138120135945478,-0.004352113332771933,-0.001605601772669686,0.00853166193392733,-0.00039145310110462114,-0.003352535442044017,1.9038073091118962e-05,-3.4852733349405546e-05,-0.0013252963420612171,0.0010452821251920193,0.0004193412956402104,0.00010359266957666864,-0.0036984835409072927,-0.0007603952376083207,0.003373419043302307,-0.0024052087617354137,-0.001634333026187249,-0.00013770238418770093,-0.00564765360280566,0.0003321358344061556,-0.00045926938966700005,-0.0027282993077565577,0.0003108374115286124,0.00033686866715668205,-0.001762293257917756,-0.0010475372382530213,0.0007048905151751093,0.006162581251277452,0.00379205312418309,-0.0009327854126283354,0.0008186268255242018,-0.000167045353437194,-0.0008535542741679807,-0.0011147448813332897,0.0008017723760125328,-0.0010901888018452536,-0.00011295109759611286,0.00010559224115770107,0.0015464009082385172,0.0003705615403663044,0.0007953830336051961,-2.3742667801172044e-06,0.001816406250246383,0.0019330090618393187
a1254,0.0015402141414370789,0.0008617226226961595,-0.0007018721112559997,-0.0022514997006542214,0.0008124317677812723,0.007119290831364958,-0.006045807685453732,-7.748517547526168e-05,-0.004192102726985971,0.005440269348970699,-0.0014710920278314158,-0.0019866459946015617,0.0003487806974006619,1.2658992585356057e-05,0.0029544589493998175,-0.001162007578306853,0.00023065659638327489,-0.0014408740955699976,0.00018932389701200735,-0.003996390347258199,-0.0027986226407182096,-0.0010030931782103818,-0.001012654573383405,-0.003586198996637614,-0.002243679700957908,-8.900998683232872e-07,-0.002263804290168411,-2.2536018965252412e-05,1.3043399678191547e-05,0.0004706786349889685,-0.001694684500088205,0.0026178352898097385,-0.0041369667417877854,0.002398613699847247,-0.0019392902894230873,0.00013787219792762507,0.0011690408141396364,-0.0009572728790188147,0.0011112864193893292,-4.83322538791589e-07,0.0007356653763448181,-0.007413128650860743,0.0005961216097355106,-0.0008277229333076355,3.961221455435856e-08,-0.00027986143236452825,0.001571275984707657,0.00027086363051813606,0.00047267532550240897,-8.738462462498306e-05
a1255,4.3468636685406285e-05,-0.0001533203086786785,0.002210741269167339,-0.0035298152633537034,0.0042478058241748155,0.002264388143510901,-0.0009729204354645385,-0.0027229183565172974,-0.00017418065109412947,-4.519350740482368e-05,0.0011363056971645039,6.566270664048275e-05,5.368356855668449e-07,0.0008181069787658092,-0.0016575123739211058,-0.0009203128560398622,0.005005036204144013,0.0002164745759060528,0.00020715705161185555,-0.0002789336274747231,-0.0017152854822743697,-8.246980010634007e-05,-0.004550922718977729,-0.0018644944116548569,6.59097385911449e-05,-0.004373261515110884,-0.00013708911075733404,-0.008318731696250524,-0.001060573870610431,-0.0012370028254176783,-0.0006552547321700269,5.883051651786272e-05,-1.9372388967010975e-05,0.000769143376813124,-0.0020006036927666102,-0.0007152999580441709,0.0003629341468328528,3.772888127053474e-05,1.403236240115469e-05,-0.00011624409925300419,-0.0008160836601477386,0.00010790426808130913,0.006428838164304014,0.0004334125037419312,1.0635833273147418e-05,0.0003251549346955781,-0.0002069850926017,0.0007978365460157436,-1.4281121813156778e-05,-0.0003027293345755581
a1256,0.0010441602646007685,-0.0028801031100948145,-0.0003479722787613365,0.0005262491518123291,-0.0019497266154952005,-0.000810170136426707,0.000986723384720497,0.00017712483979745908,-0.0002844283988261524,-0.0005628500994740663,0.004477190507960569,-0.00011426213927686105,-0.0022486819088353696,-0.00033172640858191446,-0.0006740975443886368,0.0008116397996863283,0.0005433892356784629,1.0147518692674596e-05,-0.0014039389651702432,-0.0003580723514562687,-0.0004913441096097027,-0.0014707698954335002,0.001085512444925032,0.00023074700541981814,-0.0034334480792056945,0.0030164361921600534,0.00031238207356058855,-0.000995446063318398,-0.0009431446975752393,-0.00647096124195643,-0.0038623768060319467,0.0006247036385117989,-0.0013345203827285624,-0.005874756032504221,0.0001662218815514432,0.016625189575272772,0.0003857863344551601,0.0015153454744102528,-0.0007580349682841151,0.0003975664986565152,-0.0034243369560334213,-0.0040449102729037765,-0.003856959488305046,0.0032723117465350716,-0.001682511895521896,-0.0003911000345920954,-0.0019482905820261743,-6.392726073871672e-05,0.00405559098311846,7.6984176587327e-05
a1257,-0.00026202297639133193,-0.0006563291083599709,-0.00019973714245462987,-7.089239141904911e-05,2.632089222599017e-05,-0.0022255423243823084,-0.004332800187742708,0.0031560011416024132,-0.0012968801147416591,-1.1127864821807853e-07,3.119784330365982e-05,-0.0005665418735469208,-0.00022582548934747967,-0.0003755753404924081,-0.009681038681996112,-1.0216071969813693e-05,-0.002308282008504448,-0.0002653350238276369,0.005090057155689179,-3.251569997781762e-07,-0.0063181977744247355,-0.0003576827047426386,0.0011418552670356148,-0.0010339800819537306,-5.304807983123132e-10,-0.004202583750069128,0.0011532381138701954,-0.0008922515767135161,0.0006394555087508398,-0.0033767520561176524,-0.0008918868784905487,0.0025123030964082204,0.00042039075161206044,3.6729491490225356e-06,-0.0003176479473854202,-0.002347123487930726,-0.003078822293672639,2.0827859164521817e-07,-0.0023410863081296837,0.001347471282672829,0.013910228389364699,8.621855938817802e-05,-0.00010305085568888274,-0.00016968594570638857,-5.546998868131276e-05,-0.0038926573558635998,0.0004228423567717789,0.0005506237000700524,-0.0032650106990358735,0.01652525912280503
a1258,0.00016199982734437977,-0.0012266081039160014,-0.0018391335102132416,0.00018023904617070594,0.0018189031822150627,-1.0708152748818537e-05,-0.009261473455422584,-4.073902320383179e-07,-0.0019780461515699413,-0.0014812734420529194,2.2265396802159372e-06,0.00043258410090193586,0.00012261220488813166,-2.6616787063794812e-05,0.0009192390813330766,0.0020232219644219047,-0.0005330779252108089,0.001082325806273451,-0.0024156092296335426,0.0057333121377880995,-0.0060264226383303305,-0.0007165910197955514,-0.0002684462579148198,-0.003557235347190264,-0.002375855002936933,-0.004146548141506748,-0.004314034677938342,-0.001411894956036107,-0.00320513871710401,0.0002475546454753022,0.000408978629900155,-0.0012132826805877936,-0.001847802394856287,0.002409615117317565,0.0006593807496598622,8.804468136893394e-05,-2.398128257220702e-05,3.205446228003684e-05,-6.295536537784935e-05,-0.0022799884209115198,0.001376838530606289,-0.001854047622853423,-0.00019561842933919099,-0.002731423834140914,0.004803129845281768,0.001847878753369979,-0.0009468313900615373,0.0034377209900565437,-0.002158635679239476,0.01005090345773349
a1259,0.0008140496971924586,-0.0005140075146181332,-0.001843472558152647,-1.3096994304166059e-05,0.0002121683542591242,2.0732757273525006e-05,-3.5072969200908364e-05,-0.003207710372256631,-3.3068716338360404e-05,-0.0011462732449576507,-0.0010393290282137316,0.0005759015716149908,-0.005566787768469971,-0.00040843539209741916,0.005587402648983449,0.0008557762975675356,-0.00011434099491491835,7.058565427161515e-05,0.0002444029773505348,-0.0024670255684477167,-0.002848581696257281,0.0003941979836429091,4.039974197081952e-06,-0.0036207764388813536,-3.192328346224901e-05,-0.0021006312136592864,-0.00030289013932960763,0.00812696296664669,-8.980773274393206e-05,-0.0016067132600193802,0.0010091222180010889,-2.1191364167639506e-06,-0.00043648807185659886,-3.6676851204389823e-06,-0.0010088617102413386,0.0048866447062662615,-0.0008399252634066815,-0.0054733513793334635,-0.0017611500608263391,-3.060333626278501e-05,-0.001977078037856622,0.005345396244865058,-0.0016734914980998873,-0.0007974046001566707,0.0014474464024241953,8.660519863838549e-05,0.002298740606428677,-0.0002910740006530125,0.00402822802414641,-0.002394269456125591
a126,-0.00010182955865902887,-0.001142565433837514,0.0024091847695241596,-0.000672794078631822,-0.00024190382058106286,0.00025278820266725244,-0.0010732312204086059,-0.0003398482537968002,-0.0002598969624235754,-0.0029261430899372785,0.0057575325256935105,0.0025687664561455763,-1.1967433618961039e-05,-0.0005051237612033158,-0.00665502720241353,0.0014390018972851868,-0.0005666651182129655,-0.005929403511137668,-0.0028210388160039685,0.001341889276247103,-0.003045772355611174,0.0005221706682886594,-1.36141839383549e-05,0.0007036869863627894,-0.00029784999199274423,-2.657512238205353e-05,-0.000385453391808825,-0.0037025580240841872,0.00010949812314553845,0.0008891051592830783,-0.0025926860708641976,0.010584699334573204,-0.0005491706469359552,4.795534363335587e-08,-0.00230947019817375,-0.0003256603688832913,-3.987728715745928e-05,-0.0003837292604318113,-0.0028451390194581053,-0.0031710464195022375,3.0468859140131725e-05,0.0002273223484372199,0.0002938787024316454,0.0021911487789439965,0.004544945972893405,0.00014405629363592964,-0.00042712776472820634,-3.596330512840157e-05,-1.4004484019006051e-06,-0.000116733115021342
a1260,-0.0005763644276126374,0.0013912626553515117,5.278507957266873e-05,0.00015196962785765525,-0.0020294793412145608,0.00022895688963924313,-0.0002957523914638312,0.00029691364924051226,-0.00012366032980731865,8.282185416915019e-05,-0.0011450784557306146,-0.004420378575772379,-0.001486715700125635,-0.0012291388355029596,-0.00041210491649708867,-0.00014393145186305557,0.001259665941290877,0.00014976980506628502,-0.0030859772067090537,-0.0005740212633394766,9.54080819588522e-05,-0.0001591137426597846,0.0008261900465671981,0.0004195585805835608,-0.0030363817106295833,0.005055538807479236,-0.00019760353615006572,0.0005647507330348526,0.0002616163232590503,-0.0004180046341994881,0.0026067535697917067,-0.0005744165736920478,0.00030961380594937866,-0.0029356047306220543,0.00029627795417420423,7.782389583079244e-06,-0.0003844032515572947,6.60959282992624e-08,0.0033789290188000233,1.1328184419886545e-05,-0.001527681145509116,0.0018689249360934381,-0.0023656661585848655,-0.0014171383562275206,-0.0015647260300428,0.002293300003017182,-0.0014752600906395475,0.0004360762202131833,0.0012966474764515967,-0.00659813005185202
a1261,0.0011467194058244982,-0.0003682936747003225,-0.0009157625637618528,-0.00862377794963076,0.0005392756642507066,0.00028072957193853425,8.27851610599754e-05,0.0002857893504823153,0.0026628179300540603,-0.0002622431013829863,-0.0016256284760139059,-0.00040945172426660103,-0.0014660108095839153,0.00043824893183994334,-0.0027567722599787085,-0.0019758424551679895,0.0031622374402373726,-0.0006653076031078288,0.0015831886376884543,5.459763349599956e-05,-2.6141307271033954e-05,0.0026749896342366805,-1.2668408130313258e-06,-0.005371772011948668,-0.0004723117226346253,-0.0006494751559994343,0.00019885076946995128,3.3310268730079575e-05,-0.0007286661910334848,2.6764942837649455e-06,0.005830546492105413,0.0016967558319589422,-0.00025313503714793667,-0.0021553077830578724,-0.00022833316710147897,0.00358006981465998,9.806341361341133e-05,-0.0060382335012044985,-0.0011011242106131417,3.163838124830995e-06,-0.0022351281245957676,-0.00355859721049492,0.0021577995977747197,-0.0010875848854316112,0.002697737445828915,-7.196012908332772e-07,-0.002599110251830678,-0.0047824741158501004,-4.9866076120900734e-08,0.0002697530577899362
a1262,-0.006314295375075029,0.00023365520390200307,-0.0016676901902109575,-0.00021784332198964231,-0.0007207362228065241,0.00014993468336357515,-0.004282047171468138,0.002004569654707484,0.008912736820525912,-0.003074449770585623,0.0002552451101512491,0.002438092310412015,3.299366671754981e-06,-0.0012348342690195113,5.6332813028437735e-05,0.0006459496898618229,0.000297985314319355,-0.00020538582313158501,-0.0025220368527377884,6.205900911756212e-05,0.0004764545016455995,-0.0008053100375121011,-0.00010010236458926993,9.498131587753946e-05,-0.0065072608877149865,-0.0017262710470570325,0.0020655560068072627,-1.0939909665717872e-05,-0.0008577524453163244,-3.445471486284335e-05,-0.0027482576097467314,-0.002057677012248415,-0.005193749453696184,7.513301933634092e-05,-4.2229186043403304e-05,0.00475073242278269,7.63806975657489e-06,-0.0026597951330188828,-0.003276573051731876,0.00014051774562252287,0.0008246415880194817,-0.001879432030842064,0.01493232431701021,0.0022759736242698213,-0.0008749767557585694,-0.002345448632984913,-0.0029077484230238763,-0.0011047917571277831,-0.0005022306301435981,0.0007889529888133852
a1263,0.0007262121297529583,-9.143187972516544e-05,0.0018550514180304392,-4.5090018061983675e-05,-0.0004708376519149361,0.0002659595844461747,0.00019658369510452728,0.0002171597625844992,-4.1366472297745655e-06,-0.003137367909171252,-0.0020301319489831066,-0.0027571705508313378,-2.5859583856862418e-05,-0.0012740746499067014,0.0004875462093293717,-0.0027399760185279447,-0.0024802192412965466,0.003002797853644756,-7.629498725202251e-05,-0.00031668269698165033,0.005599067810787516,0.0008290153845476574,-0.0007191281760125946,-2.2645305797137135e-06,-0.0014209979582794565,-0.0013709739046309116,-0.0001072985300529523,-0.001979793768145664,0.0075820958980584545,-0.0030535041992121137,0.0005726558663044141,-0.001538662136778972,0.0003855610544263202,-1.466897550326965e-06,-0.005328176559543379,-0.005973238318041449,2.7735036085875693e-05,0.004700877820939054,-7.956977239290683e-05,0.0009247912421004043,0.0012731489204817299,-0.00602258293558839,-0.002135852196460183,0.004124791119465967,-0.0022514625041164488,0.0014150709588164829,-0.0008671480975213086,1.5356635411110453e-05,-7.479815856511508e-05,-0.0011796085242700436
a1264,0.0033712415304548524,-0.0017190201628611542,-0.0023622266155888818,0.0015644102452732579,-0.00016897207476397483,0.00019731148436614174,-0.0007521619135197597,-0.007131131471512855,0.0011690840494463827,-0.00021419668747493575,0.007529437633310741,5.7928443955854235e-06,-0.00320650474475159,-0.001380993741750514,-0.005377429402871959,-0.0016730512939968863,0.0004775760762264101,-0.00030983964399548315,-0.00035493975977684243,0.0009970776225559012,-0.0021330250656329372,0.0002754401874996478,-0.0033395565914238574,7.761209180807255e-05,-0.006198766050704127,-0.00041068585095843007,0.001063592489820256,-0.007961133275448319,-0.0017995395266501256,-0.0004760066011663252,-0.004978343846139795,0.00661387280795298,0.0018275704789512239,-0.0016157450835628082,-0.006659225188199207,0.0012912273131878028,0.0008763371126365399,-0.006110469300688717,-0.0018120644755968873,-0.0004004445172396953,-0.00439053322828028,-0.0015944239117674452,-2.5183109207628962e-06,-0.0005608477894332381,0.0024956644817473303,-0.00051041570766831,0.005658869657546237,0.008821460878046323,0.0009190852912411285,0.0010400378373286246
a1265,0.002629100542721135,-0.0028336999645678022,-0.0020968364969419563,0.0003906060603857701,-0.00020828507842063013,-0.0005722073373834371,-0.001315885464841184,-0.0009509348287662909,-0.0020187361653054617,-0.0016464736586846562,-0.0016590270945389509,0.0012609427796926448,0.002914816274557785,-2.2785826974341483e-06,0.0012141762700213984,2.2162805222208405e-05,-3.3292046053203317e-10,-0.0018771923809460913,-0.0004594143809668028,-0.0011160092324378418,-0.00017622425776950084,0.0014527764395709025,0.0032594377657933554,-0.004665203474428548,-0.00048442859643055454,-0.0017470407125739482,-0.0024141442524679008,-0.00350675769224875,-0.00011623091806675146,-0.0035025679497138894,0.0003042534162615747,1.0778993800696763e-06,0.0001320865072481222,0.00045430923656671713,-1.167518803543607e-06,-0.0003377894896286009,0.005714218323890635,-8.403516046780971e-05,-0.00013404031167822748,0.0015987549701880288,-0.00010455861467874631,0.00038731282069816124,-0.0011541531950377392,0.001565065193225709,0.0001917141841725836,0.008660464692814424,-0.00025021385596448007,-0.008136813524882313,-0.0023193911203404204,0.001174341704610323
a1266,-0.004659567690693858,0.00029110556719560065,-0.00023617021657127888,-0.0009687892466456339,-0.0029850705699948697,0.0007587148440212936,-0.005024265177989351,-0.0019679526392217084,-0.003977251593852678,-0.0005193413464247565,0.0005407756002263372,0.0063908767207980464,-0.0007497682495231366,0.0005019079352456914,-0.00015541568539087286,-0.0019493554694072768,-0.0029224952739391255,-0.001355873382685815,4.061818079648187e-06,-0.0014386001625577038,0.0032159644517180935,-8.817569305873e-05,-0.0012427292661361697,-6.094859165974671e-05,-0.0007946988067917648,5.803622783432229e-05,0.0004188042640822544,0.003119764196639477,0.0004178252134492341,-0.0011385056912230694,0.0016744133547387198,-0.0006600028841211689,-0.001054080579897817,-0.002260612839728201,2.1187515491080146e-05,0.0005694325679410084,-0.0002552420168900301,1.0377178173563196e-06,0.0008173568273058185,0.0014563705645361602,0.00010429597136149419,0.000777812638977519,-0.00044340375252619,-6.931737273789963e-05,-0.0008574319379584306,0.001843823681190673,0.00031311997133462444,7.508371387477384e-05,0.0005634183621416105,0.00037908434535613433
a1267,-5.682294701336605e-05,-0.0016555523022043026,2.4975226778664204e-05,0.00011305588228653326,-0.0020229544787012566,-0.0008945495124791447,-0.0023495544949129394,-1.5796367173619196e-06,4.780570145497499e-05,5.38255326862332e-05,0.0006137284814612012,1.0618870688015338e-06,-4.409100583440412e-10,-0.0007422249956064867,0.0017162232298799018,-0.007114370180796154,-0.00337556562694621,-0.0003313868885156323,-1.9619305761969905e-05,9.291404232233193e-07,0.001213078018434473,1.9598833533293668e-06,0.001314806163706812,-2.2688756128466897e-05,0.003020979603064973,-0.0025380409542361633,0.00011247412820017833,-0.0011397920275735408,-0.0010199684082233791,-6.0481706862767354e-05,-0.0006422548150582033,-0.0005455577287846753,0.000390323959715519,0.012541659353898678,2.4874054068317673e-06,-0.0007426805367368771,0.00025110883062101825,-0.0005151836266208435,0.0014665067287628637,0.00022591914173478796,0.0029701985937225107,-0.007117183888289163,-0.0034067283884923324,0.0025778970053250954,-0.0003817406071878215,-0.003273206922127095,-0.0022289247928702323,0.0005131460510352718,-1.636389020480861e-05,4.395353528429012e-09
a1268,0.00029971847213018047,-9.285012943853889e-05,0.0038191015641990756,-4.4889325114627274e-05,-0.0006382313029205857,-0.0028601622330485747,0.0005089239509018322,0.003186149985644684,0.00028801913561615506,-0.0016402107544524402,4.145391179985025e-05,-5.6903880127729344e-05,-1.970607504037943e-06,0.0008153386405853201,2.2010012496970026e-06,-2.57494539696191e-05,-0.0007437804869552022,-0.006658606326188737,-0.0030142163591684395,-0.0009964987320962466,-0.0011931130790611248,0.0007576450564120724,-0.006031332122146718,-0.00012547720608382636,-0.0006234424322033557,-0.0024932763541998222,0.014920296458103926,-0.00011118290122616426,-0.0006096368728279599,-0.00020742848824119244,-0.0009260028615940678,-0.0005054688683267757,-0.0009513203373179139,0.0013492880023531504,-0.0004199292340161171,-0.0028186367291322804,0.010037350555739193,-0.0022980737071328144,0.0006161456802740166,-0.0014392069624543625,0.0009203633635043941,-0.0011092972178682915,-0.0036262942279865432,-0.00010798152205561927,0.0002118582856481079,-0.00038579766001187914,-0.0011652835982140812,0.0003426436339607655,0.00364220709602557,-0.0001837418967269675
a1269,-0.0016637390691205795,0.0003918642387094563,0.0011242295497840204,0.009477379845061234,-0.0003928797500162176,0.0019062376701818491,8.862796979871158e-05,-0.003403427915923498,-0.0005136424799856627,-1.2634548571903209e-05,0.0015301171101440476,-3.9612861834676825e-07,-0.001902759103951891,-1.6363827018550789e-06,-0.0007158678168159927,-0.000543537338783655,-0.0006979593669694554,-0.0021328551418789764,0.00013152462235013957,0.00029838717956266877,0.006541528111450727,0.003607241522648039,-0.0015069113019135763,-0.0001160509292733123,-0.00488255111312411,-0.0024147358751743066,-0.003609760015588457,7.820572745575674e-08,0.0026751094775412385,-0.0007907904139356305,-0.00044157320096291537,-0.0007661536963326438,-0.00013164788181926966,-3.0173922456066702e-06,-6.661858509170583e-06,-0.002129334518645913,-0.0002677439296172239,-0.0018995140628044896,-8.223942032245806e-05,0.0016365018920254416,0.000675792275138966,-0.0012071966076736044,-4.2495151896229026e-05,-0.001819075712300906,-0.0008089470337729323,0.01012600133648826,-0.005599643116246252,8.154883470579328e-05,-0.0034583361926398114,2.590161709724781e-07
a127,-0.0009250074952461655,-3.650768283081551e-05,-9.281233889907466e-05,-0.0010667485472753155,-0.0016771003175856496,-0.0011956647988451124,0.002759239395973367,4.588532835498639e-05,4.689898289564191e-05,-0.0010036731027384554,0.00012680930901236113,0.00024309019252064358,0.009358518690866634,0.002051273513118692,-0.0028941364369274186,0.00023278191505743178,-0.00030522802081657096,0.00661627363870392,0.0011243024503291678,0.0005962530155035296,-0.0028882806182929004,0.0005752318914609192,0.00027726969143103625,-0.003955890212886917,0.00019418029514502817,-0.006872363808976172,-0.0017338464303370748,0.0026518216036620816,-0.0011525848982097278,-0.0008905355592525909,1.2377334140077742e-05,0.00016371999526323868,8.073073755152202e-05,-0.0005095399885425757,-3.242991788559842e-05,0.00020267172882080533,-0.00010216898727121804,4.4006385418565415e-07,-0.0013308599708401932,-1.12087854937258e-05,0.003983870822532383,0.0017493472229585562,-0.0009452718088448406,-0.0031692521639719424,-0.0017783967546984012,-0.00011143511861914598,-0.007665341021860964,0.00010511169426747485,-0.003215557018644149,-0.006558737949739118
a1270,8.248980399395045e-05,0.00114857325443052,-6.0010831277456365e-05,-0.0017148767357982333,-0.002928845485235469,1.514650189267852e-05,-0.0028053077806878715,2.3739317113608807e-08,0.012636267104551624,-8.702651206352323e-06,-0.0005537576652121143,0.00328356656819847,5.3576410418906166e-05,-0.0010421926010033928,8.690420123629787e-06,-0.0031034915838812796,0.000307543425137747,8.26796343406243e-05,0.0017661415506246836,7.703304562424571e-05,0.0006202063072421895,-0.0015082403945516605,-2.5652658607614983e-05,0.006062800385869311,0.00010255142174967358,5.965173555094185e-05,-0.0008901064422313257,-0.003556479146845875,-0.0037460944771388715,-0.0019436708051651817,-6.164432998302769e-05,0.0007185747609692633,-0.0005867726884344758,-0.0007957663730774507,5.780047411203652e-05,1.500357951729047e-05,-0.0017871616299166898,-0.0006239272194036808,-0.008032963616668522,-0.005138159878642379,4.566792931041453e-05,-4.028865576600625e-05,0.0044321769018672245,-0.0016508208161815064,-0.0029423730167350767,1.2310987061617848e-05,0.0030817467024621577,-0.0004688922532855846,0.00020274772794159554,-0.0009423100182737129
a1271,0.0007934830446204278,-0.004927041177241218,0.0017268004546708718,-0.004864475344444038,0.00011887530246783642,1.4132885597706096e-07,-0.002744543085609353,-0.006715227647585486,0.0008286771059910734,-0.00011868227913820382,0.0058492188652172795,-0.0017490720954039265,-0.0015609964994816763,-0.005158660190946119,0.0013682196069118822,-0.0023583735099634365,0.0001965388861954315,0.0014298186295987024,0.001919075697150401,-0.0004284451746012037,-3.396654150015382e-05,-0.0005227996050703155,-0.004287122899064509,-0.0005642466304589268,-0.0006356304783076811,-0.0034422874954907513,-1.3986596366743001e-05,0.0004028047554812701,-1.2132073142631043e-05,0.0011536490916040747,0.000920280387739177,-0.0006335483485215682,0.0003082595476191323,-0.0017738115284785744,4.284433824704799e-06,8.343482183332217e-05,-0.004120712999750869,0.00022457752380424943,-0.006619282897781858,0.005306164244836766,-0.006322437162281928,-6.429955076224937e-06,0.002916792130636737,-0.000523887762454738,0.0013374791115098586,-0.004261200991866795,-0.0007058389849138834,0.0003055245069623529,-0.0005581789326097918,0.009811702427326307
a1272,0.0006126110715721114,0.002876305257309723,0.00022776798110477558,8.722928907042523e-05,-0.0002864947103364318,-9.896323773046735e-05,-0.0022507749394301596,5.4234572919500046e-05,0.0018851197764797696,-0.00047008782475486087,-0.004808906122085149,-5.6074666215793394e-05,-0.000202214450095557,0.00024595236156834516,-0.002331406486657492,0.003051222360810033,0.0001449441001618178,0.00018970723510258508,-8.155767048852202e-05,-0.00014455813088187536,-0.00010458264762681804,0.0004899213396525057,-0.0047603036289122986,-4.4822125884137884e-05,-1.8058471901021022e-06,-0.0003566089286903438,-0.00010161360426032924,2.626138601449096e-06,-3.5408364185285455e-05,0.0001473009331498954,-0.00047177955921227227,-0.002479142625315079,-0.004800566610976518,-0.00018718443005162448,0.0006130145394403663,6.751361827245835e-06,5.33772287909769e-05,0.0008359550063068324,-0.006619545747838896,0.002063732753099708,0.00015905453570395976,-0.005603187498614139,-0.009151590610313617,0.0011125734195440024,0.0005291702323591304,-0.0001550554043610237,0.0024637871840693304,-0.0005632379192839591,6.859761697023434e-05,0.0011107265912843438
