,Gene_45,Gene_44,Gene_22,Gene_15,Gene_36,Gene_21,Gene_43,Gene_11,Gene_9,Gene_50,Gene_13,Gene_31,Gene_28,Gene_12,Gene_30,Gene_24,Gene_32,Gene_38,Gene_2,Gene_33,Gene_7,Gene_23,Gene_19,Gene_26,Gene_39
a1731,-0.0011697791983885852,-0.0015237484093791106,-2.485433681849046e-05,0.00482241625735115,-0.0021555953074971672,-0.003802157458459023,0.00016691599919749678,-6.3730576946880585e-06,8.106463453427457e-06,-0.0003734961308111541,-0.0017854122184378478,-0.0001650395706182181,-0.0014288649141366737,0.0016015288425337768,-0.0006370221656806841,-0.0009047162578544512,-0.004452845551416246,-0.00017558777310355432,-0.0026412934682439556,-0.004041658276714429,-0.0014344214032906803,0.00291956541087335,2.2159490368121545e-05,-0.000723659607583531,-0.0006594188819205502
a1732,-0.003268486200422671,-0.0006950317007148759,6.108733544204833e-08,0.0018463696935791286,0.0001143790014264583,0.0001545188520494841,-0.0002665892964005469,0.004590107389678445,-0.000555834386289083,0.0029779949690884756,4.777679109716946e-05,0.0008700640978922627,-0.0030692876112917307,0.0013524154225890636,0.0007545232814846516,0.006559297555040738,0.0013962684070883743,-0.00022963781894623655,-0.005879163970756869,-4.403541675015543e-06,-3.4595302609431006e-05,-5.655225055752348e-05,-0.0002106801985177298,-0.0009473925337568317,-4.779594790823866e-05
a1733,-0.002110301774401247,9.383521531562634e-06,-0.002292033336164638,-0.0011495886927278664,-0.0010910002359134615,-0.0010525678934827781,-0.006100199282408096,0.0009159502098738115,0.0018782203102925823,-0.0008036174812438355,-5.641808405612895e-05,-1.173852675951688e-05,-3.580513120403768e-07,-0.0025733951123572663,-0.0011136203773123624,0.0003037820553635157,0.0019370580411787741,6.545027922279776e-06,-8.958055254681442e-05,-0.00015302644458670958,0.0005249302995969343,0.00021508042416651645,2.402710036979584e-05,-0.0005361458823898205,-0.0005719418534047868
a1734,0.0034907335451068184,-0.0006806003025916379,2.501596781184117e-05,-0.0006473582198667019,-0.0035784480806829774,-0.005854515344606086,-1.2692374840127002e-05,-7.423697554968529e-05,-8.708042218562501e-05,0.002183721469128928,0.008307073620231361,-0.001672783292722605,-0.003230008897970369,-1.756766925578026e-05,-0.0028566395851172565,-0.0013712343372326054,-0.0018908698279208797,0.00038188475342463635,-0.0024255360889758855,0.00039940632859251273,-5.027045221068951e-05,-0.00028991826362667595,0.00045094439902407506,-0.0001198980048226449,0.006934449849684025
a1735,-0.007649642105771707,0.0009085889739311958,0.0031819800680349232,-0.0010829049923864091,0.003353826768402149,-6.817610244141731e-06,0.0041842024719407275,0.00031465279304766216,-0.00019207829716599584,-0.0039630031337533934,0.0006220259932865628,-0.0005329007973086811,0.001193084472117024,0.000132994374136482,0.00021272306824673048,-6.272976728504103e-06,-0.004230319427684332,2.6473372451720997e-05,3.923419374355795e-07,0.0005102325530265909,-0.00018976397291206723,-0.000453759073222754,-0.001547221909447529,-0.002314292587523081,0.005844514757499425
a1736,-7.3886037943626e-05,-0.0011597419274034,-3.352123747926434e-05,-0.007140511700676192,-0.0012788615379776616,-0.0003873938158104268,-0.005270898388586333,2.1393919708099585e-05,0.0012244561249807953,-0.0003434175876446475,0.0013706378595634222,0.0010145200118313433,-0.0009299134280170329,-0.0008388540383685609,1.2612036280313559e-05,0.0025194501767700963,0.002235791970885353,-0.001961640965666456,0.0008464102489265015,0.00047221711962336507,7.456319766419072e-05,-5.748122001653089e-05,-0.002353337200944324,-0.002279393195471779,0.000660476476010518
a1737,-0.0010427235565424633,-0.0015715182850982497,-0.00215045569697293,-0.0001362405567609899,0.0002913261229152255,-8.814356777550147e-05,0.00030005720840538784,1.6141103460291827e-05,0.0014469060996231521,-0.0034126853750106384,-0.00020857458725569676,-0.002813195626986671,-0.001929342176546256,-0.00023169130565280885,0.0003276142206002216,0.0006989141082008889,-0.0001760349878252032,-0.00026909527888953973,0.005034329650957112,3.977290065794198e-05,-0.00029976028788728133,0.0010271144493323105,0.00010036016055904487,-0.0019085632084228756,-0.002808770027223707
a1738,-0.0019547508666284577,-0.0006363932215679956,0.00010984713133364203,-0.0019633156125471013,0.00207589163630428,-3.166525010615828e-05,-0.006106548967796738,-0.0014865968195548682,-0.001242679879955297,0.004553233522527395,-0.00038192955568869345,0.0019237862227585532,-0.0010757089512787887,0.0008984298343172915,0.001136493818176802,-0.0012640509768481497,-0.00683115373603762,0.0011678011244583208,-0.00045082889721539217,-0.0013329957889002754,2.180904186194503e-05,-4.3875874932169e-06,0.004637476425544469,0.0008097835463180456,-0.0006537761309693005
a1739,-8.571075080794893e-05,0.004923389945918436,-0.0001024467299922398,-0.005827944116172441,0.0014910136140380776,5.655680308127328e-05,-5.1890370606380944e-05,-0.0029239966258929008,-0.0006426607406625454,-0.0012895800763315117,-0.008961772238510411,-0.0032579825852018167,-5.4283383553560896e-05,0.000390583378775729,1.1111120642123254e-05,0.0020653302513747706,0.0036937029348428083,-9.072462513961253e-05,-0.005695742786514659,-0.00016953989423701063,-7.070579455990648e-05,0.0016499548943586795,4.922321886096964e-06,-9.872473481419236e-06,0.0001326538444481112
a174,0.0010930357580134845,6.86288918526263e-05,-0.0004954972588491527,-0.004954297503084664,0.007878640708793353,-0.0005132336611071006,-0.0031948178439200037,-0.005540491689788045,-0.0023933164529411164,-0.001130400961520351,-0.0007542080396314857,0.005754481645648023,-0.0013203240228783636,-0.0009948710502733168,0.004130716635862476,-4.9342093832022735e-05,-0.004267742897077828,-9.997054347781419e-05,-0.0003104392138901825,-0.0028480943193092377,0.00033733905900861774,-0.0031755636815792325,-0.004656741843247645,-5.97441401713251e-05,-0.0008034733911179118
a1740,0.0019565743986165304,-0.0007005490435337031,4.5206840163211355e-05,0.007542795704106776,0.00023628000051644014,-0.0032453052510839223,0.00016128601591950862,0.00012911457391018353,-0.0021867297198664443,0.00041747161770948555,0.0007068405538651445,0.0019717430909764865,3.004983552771785e-05,0.0016680033664648554,0.00016266071696376854,0.004960572264587531,-9.35386227667867e-05,-0.00518205412823682,-0.003023366878002957,-0.0002256433834355769,-0.0007775801714867913,0.00015192296699541503,-0.001069695242820645,-0.0009586872566476087,-0.0008281228903677328
a1741,-0.0001643082226068604,0.0018571071598198026,-0.004525791693523684,0.0030930199282399057,0.000405854153268455,-0.00017852830496779826,-0.006307142238341904,-0.0015410212058728492,-0.002663869644366176,0.004293441240718992,-0.002896959314617642,0.0007440648624340873,-4.7548522840153455e-05,-2.0737666969447284e-05,0.002424615426325618,-0.0006516209426049996,-0.0007361177591784463,0.002783897893696625,-0.0019166774139427875,1.4418924400636695e-05,0.0005274307246420592,-0.00312558786104829,7.817247998623809e-05,-0.0009433119445708105,0.0021299263405819523
a1742,-0.006462080787377155,-0.0019237574455443908,-0.0008267853651077951,-5.5502637282672405e-05,-0.00010295885514757992,-0.001256512801492754,0.0005102873739131152,-0.0004932116916206018,0.001059370288829387,9.009762871779172e-05,6.571870349331502e-05,-0.001691980808276412,0.00019774391304425935,0.0028162143439706792,0.0001903239467523801,0.003679167813435937,0.0002846236346009802,-0.00015596377593875125,-0.0025028063723057854,-0.0009697969455533602,-0.0001528703712364084,0.004938926610974271,-0.0019829344714302278,2.2370119705816404e-05,-0.0003456097079392675
a1743,0.00027225505420755544,-0.0007720495577629659,-0.00015094273833825994,-0.0014585841592255197,-0.0043871486509719105,-0.002931883391666779,-0.0004578670553594126,-8.695699158925603e-06,-1.6302998826707427e-05,0.002415624847463625,0.0006288312236273014,-0.0010028592766768408,-0.0012561842422841754,0.006407464580558525,0.0005734430513808391,-0.0004166860556064334,2.5544508550376572e-05,-0.0047472107846629145,-0.00036380460867079445,-0.0002009519503385676,6.053907435933203e-05,-0.0015497116931370123,-0.0006166718622487412,-0.000802855272092414,0.0029346088624763586
a1744,-0.004421263164255961,-0.0003923533296782576,-0.00025401277334883665,0.00014773097614231671,0.0006300193555611256,-0.0018808061728313066,-0.0008420244752789328,-0.0022845204899304126,-0.0015926663210483515,0.0026273780138813714,3.5846647600991355e-05,-2.6118829489541937e-05,0.003688602178779962,-0.0011364792036381091,0.004332659598300512,-0.0007573726708159428,2.4120191951236135e-05,-5.091764113146979e-06,-0.0001434997966011358,0.0017107089126621958,-0.002241970507487929,0.00379390822220633,-0.00050849640500133,-0.0024568313518466525,4.4058351469521595e-05
a1745,-0.0004051843014917706,5.5070610551553704e-05,-0.00013909227498874613,-1.0993341052353508e-06,0.0023155646988685906,-0.000993460794727671,0.0018885411116573202,0.002629038217925361,-0.00040721082659580425,-0.0012861235781092906,-0.0033800100053729886,-1.785173626501059e-06,0.0019655060118165413,7.281524681844996e-05,0.0002693724863097151,0.0029773386418396122,-0.0010920519153427696,0.00011453896415978822,-3.3038197196852805e-05,-0.00592149675188065,0.002014878159795723,-0.001491555105114757,0.00048540555167277425,-0.0002937365492656186,-0.001917158191057547
a1746,0.0008076967695698823,-0.0011431818121720636,2.304685685647215e-05,-0.00235903683196547,-0.0029134128854496426,2.3770126775141272e-05,0.001229420424785915,-0.00019881787115984349,0.005945141094803461,-0.0017902791798287535,-0.006368719256563153,-0.002104756141967952,-0.0015243102904615611,-0.003835944166355606,-0.001343306172187034,0.001101960918889422,-0.00111638762632789,0.0003415555947374844,0.00118301623858895,-0.0005015292668150832,-0.0009148910115280521,-0.0010566977984354784,-0.0016706782586692974,9.01582317015617e-05,2.09741659569249e-06
a1747,-0.0007334325150098906,-6.977603207874539e-05,-0.004547826403757064,-0.0002953016309677455,-3.0739560580653517e-05,-0.0031291292373877744,-0.0014872048145042533,0.010814490995056882,0.002497224638342491,7.975986674139067e-05,0.0006075260419694368,0.0026920533430849786,-7.709053317846181e-06,-6.500428553720555e-05,3.3626382510326452e-06,-0.006041761218784473,-3.949854309455577e-05,-0.0019130221479624595,-0.0013352243469273062,0.001215985018331739,0.0016707084117973938,-0.0030249855738552667,-0.00013060161850515458,-0.0017556254649116684,3.3269086283661527e-06
a1748,-0.001144186469940261,0.0025210408478132515,0.004532440663950714,0.0012607308606161086,-0.0036875831525890663,0.0010340294877891495,-0.003430422921439575,-0.0011756325233023075,-0.0001756351897155954,-0.0016470080345219948,0.0035342131205109316,0.002803498746736451,-0.0003079307742172542,0.0012229496776433426,-0.0003489037199990745,-0.0007117110963461458,-0.00350698238762889,-0.001033060614943914,-0.000714086704873614,-0.0009545753824552533,-0.005580856490129229,0.00017226978568354629,0.0001985277581013497,-0.000301134051713204,-0.00045255932348669614
a1749,0.0010268233444791124,-0.0001515230182362276,-0.0008178837096042119,-0.0005478271032642815,0.00010277521664316873,-0.0012089400650839447,-0.001390897435213092,-2.093026157210323e-05,-0.004023480559939746,0.002691501080824353,-0.0014479303093932463,-0.000616408810278979,-0.002139598310235215,-0.00271807764908432,-0.0008476457720614874,0.0010310767670874445,1.5830034573090527e-06,0.0002120868638582306,-0.0003234686294187087,-1.281197495207084e-05,1.1488858285715756e-05,0.0005240198889856981,0.00017357551409235119,1.7886453521181924e-05,-0.00127341875344979
a175,0.00088885567732532,-0.0008471116965573021,-7.266074027334783e-05,0.002242181901682007,0.00028387144211786683,-0.0045577436214444,0.00042066191024478375,0.0002903708573731298,0.010206718977408002,-0.0009282358989140872,-0.0038325455872291166,-0.003324987402917136,-0.001060956969132402,-2.507304386435336e-06,0.0005932838848427859,-0.0009682216596981685,9.354897456365064e-05,-0.0020628975337474865,0.00019815919319278235,-0.0014581702454960206,0.0004322195820913384,-9.80475321986276e-06,-0.002272366912609074,-0.0008263155647137191,0.006609089938548739
a1750,-0.00016988984372994626,-0.0034490030638954744,-0.0011614324188250506,-6.189488684552871e-05,-0.0021024127262669573,-0.0003926067767130769,-4.819421330114714e-05,-0.002100851772485943,6.197971983074729e-05,0.0011795597746822664,-0.002821021523757256,-0.002346508106924522,-0.00018940036911798785,-2.224705623666862e-06,-0.0005320436262494731,0.00039534695299953604,-0.003780953886912112,0.003577802480572062,0.020920951492580293,-0.0036005747473607528,-0.0011900073757948365,0.010081257653415793,0.00018044288925568954,0.00019722393676228412,0.0010693336772603888
a1751,0.0029429417564876296,-0.0003748730180769999,-0.00022646175284332095,-0.0010066151485860985,0.0004860528063513939,-0.004297825878905323,0.0008680009414413583,0.0018803662455806058,-0.0007206568423648802,-0.0009244148883000083,-0.0004405516907789232,-0.006458159500996772,0.00047369344564585514,-2.8829812386634165e-05,6.86457280917375e-05,-0.0036808039714909106,0.002067172991637744,0.0019697715950086937,-0.005016040017635847,-0.003221855780541699,-0.0029281396155407063,-0.0008137424116285916,-0.00019332185635425963,-0.0011758708973118293,-0.002100168157924457
a1752,-0.0014105945835115397,-0.0005797785127401628,0.00358595705601562,-2.857285441764247e-05,0.0009734566144503701,-0.0010711414462298689,4.989233302863825e-05,-0.00023377443083574443,-0.003104247069558701,-0.002385091056167521,-0.000267041464053654,-2.6496648437384935e-05,-0.0011378145476928373,0.001514662767631095,7.293217455710298e-06,-0.0032385861760596017,1.804059411429469e-06,-0.0021775618355962785,0.0022671190826068924,-0.001662932444584615,0.001807532989279259,-0.0029325705651766327,-0.003804648489394969,-0.0015474688979811033,-0.00011463075078109192
a1753,-0.001728273688157921,-0.0013270107683342014,1.3425076123919032e-05,-0.00013002761826058575,-0.0003225773408190402,0.0041065272344206465,0.0018154042025749348,-0.0032208023329804406,-0.007955527693758718,-2.6071723922337672e-05,0.0005215752746785107,0.00014121570085363628,-0.0029856981855908037,-0.0017238209435653045,-0.005249097181668177,-0.0009865203480318961,-0.0037495356374902976,1.0845713508201736e-05,0.0018360672260577214,-0.00015999352430519256,9.796747850430022e-05,0.0005546518017136713,-0.001225396666975524,0.0001556814157159523,-0.0006040700954678172
a1754,0.0040298050958880605,0.0003639466239500023,-0.0009890654651977743,-8.73825485027738e-05,0.0006267036214673465,0.0023024105426021147,0.00035519104265449054,-0.00029202134350618894,1.0098299034123524e-05,-0.0002081257578646341,-0.00028541720313181025,0.001851981110740435,-0.002069745067251519,-0.00019741321821197455,-0.007043060591462437,-0.004258177328809745,-0.00017190758113663643,-0.0006684856979033826,-0.002578022489613652,-0.0020506034462230717,-3.9678094465017645e-05,-0.00016601046034333124,0.001087408645789505,-0.005967972295516209,-0.003864788384868856
a1755,-0.0003924236018368523,0.0002929454143092364,0.0006921879738812672,0.0014252438739223014,-0.00023179312839174244,0.0009168359168194849,1.7375297273043884e-05,-0.002075401088053375,-0.0009227864140957565,-0.003441487976576581,-0.0006352089054057386,0.0005282831783460047,0.0010240649630907,0.001009362935522134,-0.000497608477083088,-0.0016307898143092256,0.00039619681780428666,0.0020180856732161896,-0.0039952637401913975,-0.002323098201707931,-9.909419153384801e-06,-0.0021446749641488,-1.842385283344847e-08,-1.0755505540618632e-05,-0.0023325528524549863
a1756,-0.004295742900067531,0.0078034883534622655,1.1926587699904686e-05,-0.00010948298187095839,0.0017746706358960206,-0.0023013397470573104,-0.0018876788287929091,0.0012769659462978592,-0.0007568464271448267,-1.0734885809541477e-05,0.0005873152121425298,0.0007432882376539928,-0.002102666358604595,0.002096669931376356,-6.816980667094741e-07,-0.002845291590395495,0.0003176641227978327,-0.0023147019053240147,0.003986903506267012,-0.004095436625649394,-5.060652956769988e-07,-3.771631583891083e-05,-3.236209195860498e-05,0.00017122042721835632,0.0009745902062895406
a1757,-0.0015592557502732488,-0.00012740525420120493,-0.0015308922616783646,-0.00019751053933472502,-0.00018189690478815192,0.0024990781952035383,-0.00031221397638216825,-0.0008961450089614619,0.00014848661894100693,0.0012899158228597508,-0.001899383492725531,-6.015431497739278e-05,-0.0012208504701075448,-0.002034570580716361,-0.0056934488606724,0.002217678726303186,-0.003590068870734521,0.0009870818858176765,0.0038678346159280895,0.00046259078668907513,0.003752602261426613,-0.0011017393144138968,-2.6928912062538298e-05,-0.001237675357988651,-0.0026148475869216623
a1758,-0.0028539338481720655,-0.0007542419921028193,-0.0018009848447846873,0.003784238768475677,-0.0006224745637024402,0.0033312736881598486,0.0017015963612821263,-0.0016371381128086598,-0.0009299416817039434,-0.0008815958172370378,-0.0035358807604246915,-0.0028631157734012973,-0.0017198127545377554,-0.0008217255296724293,-0.0006348705642633063,-0.0003848356079013469,-0.0004028936200936302,0.00038155498088396876,-0.0006008540257357495,0.0021541192240733184,2.0464411037658214e-05,3.234876574566476e-05,0.011208544453207557,-0.003217995398929318,0.0037139234634016903
a1759,-0.00039323560166765496,-0.003897024540707809,-8.868127426991967e-05,6.43544891522702e-05,-0.0018341363572878292,-0.005074445223651311,-0.001795034858864418,3.5034386923113968e-09,-4.9664488908002995e-05,0.0028907736511076696,-0.0008354173311743169,-0.0002630089826768237,0.00031995317640241524,0.00011796310835600322,0.0005129520751951306,-0.0018655621463224774,-7.530446302610595e-06,-0.002888395726484072,-0.00422530286771327,-0.001247487484151784,-0.003921897891100195,-0.005140745826895578,-0.004638126722153985,-0.0006047444198736883,-0.003783316176305916
a176,-0.0005699626188308488,0.00143512014915116,0.00027178308897748624,0.0011229974100399305,4.812567065290701e-06,-0.0012803440441704096,-0.00405269341052189,-4.196641115880692e-05,-0.0018877130845893404,0.0030625141367134753,6.362014344008285e-07,-0.002869489335955547,0.0006425507888688253,-0.0005974953298355512,-0.0021704402081995774,0.0002058911311699379,0.003081492521798848,-0.0018995714063901256,-1.6835045558276536e-05,0.0020961966058555253,0.001151371559835957,0.0022463896836070283,-1.7975148172028835e-05,-0.00013729685480271697,-0.00043810461912392393
a1760,-0.001187709226486902,0.00016710990042075502,0.0001743976182819755,-0.0021469079750538423,-0.00015305991649807327,0.000129919150509002,-0.0002812183387044774,-0.002785030955581533,0.010015717706252321,-0.002075474107965699,-0.0007232566800092662,0.0033486366256160176,-0.0009121986381379621,-0.002468877071164696,-0.0004576036768330293,-0.00032266240852811936,-0.0003606811931860666,-5.8265409413914065e-06,-3.936768953091338e-05,-0.0032557848070852314,-0.005116371098488864,-0.002644554239287151,0.00026667094271215237,-0.0006851679256096809,-0.004701485766381273
a1761,-5.893127833495385e-05,0.002892792703298395,0.005915177436586453,-0.00044049487618821014,0.0010589234001150503,-4.449686354045278e-06,-1.4722516496060763e-06,0.001552187008568985,-0.0032229417095944787,2.583687113090732e-05,0.008458966668566017,-0.0018877406060746104,-0.0006716515141963913,1.4222291143585356e-06,-2.0152665006020363e-05,-0.0014123556635134418,3.2841898265490344e-05,0.0010396405991241818,8.640216676044981e-05,0.000556890165102816,-0.003144512238826358,-0.002025717763125095,-0.0014745350357572126,0.0002989653500363905,-0.00041250290667486705
a1762,0.001132607175296718,0.0019030349938357017,-1.3102123131291063e-09,-0.0010533073653602025,-0.000857372081561226,0.0014910201659892016,6.200393781267198e-08,-0.004155098467859268,0.0003467761736396279,-0.0006425262658656624,5.5243906963105814e-05,0.0017437936900411895,-0.0011015248227998964,0.005636886793592311,0.002669519503622972,0.00017536035908724415,0.006383777291746039,-0.0035427699588340394,3.545971634020227e-05,0.0017435213296499207,-0.0008277371117879836,-1.4500646915099424e-06,0.0027072759726653357,-0.0013006429736101143,0.00013742923225236632
a1763,-1.2254751489579828e-06,0.00012036879340523846,0.000995723152754153,0.0006737591120751243,0.003933436762807954,0.002441684390867247,1.75567271055489e-05,-0.0005910079756233188,-0.00020229317228363125,-0.0010222134345873497,-0.005713122496406951,-0.0008681120509412979,-0.0023105959869380585,0.0001365488117933229,-0.0011893635212946977,-0.0033218543532225805,0.002217727253291819,-0.0014944693777701286,-0.0028940454861045945,0.00031274350399696556,-0.00021271657088478947,-1.0057147785574958e-05,-0.0010944263354879026,0.010196960713053416,-0.0004333862179463979
a1764,-0.000964912835080615,-6.54683408383164e-05,0.0049872386245994015,-1.5002901252496423e-05,-0.0009115525071515269,2.716373420336122e-07,0.0015979339549513335,0.0005035595091848373,-0.002866136835856084,-0.0019018281704265057,-0.0034451698469840654,-0.0032630339087688317,0.00010428306539430514,0.008303114259533033,-0.00013685779702429617,-0.00018362767173722922,0.00894013378508697,0.001799937366210847,0.003824324507594899,8.991224588730351e-05,0.0006906608757338119,-0.007976607734585486,-0.00040338627936946803,-0.0027728073763570497,-0.004130312197822122
a1765,0.0001897225737785876,0.0002682796332794347,-0.00013124222451060645,3.941051958057304e-07,-0.0013803268168964436,0.0011294294706262614,9.986522558069169e-05,-8.13070512005055e-05,0.0013493784433237267,0.000830499320963689,0.0027348916903562398,-2.823263897873304e-06,0.0046290009592605055,-1.1933887788984521e-06,-0.0008822132908942373,-0.00012763881116511578,-3.1965703863065715e-05,0.025854370314765087,-0.007907613233649137,0.0072809778478414335,0.0020453346437666357,-0.0021073758315963316,-0.003192960315877369,-0.004586489357812721,-8.827277966726946e-05
a1766,0.0010097965046544127,-0.0011912661208323353,-0.00027812741985967847,-0.0032989830957033195,3.50257493674219e-05,-0.004582761478715747,-0.0001950748958113313,-0.0003274955909731293,-0.0028830291140467218,-0.003354639884935609,-0.0023826908750278486,0.0023392492180615765,7.824563599511812e-05,-0.0027742757693381167,5.77618506969077e-05,-8.723441775058786e-05,-0.0001222756282186991,-0.00018616278385197586,-0.00044464711811180923,0.0012505313677453004,-0.0006497582978274995,-0.0016207648592717564,-0.0007029953455509586,0.0023524466919896967,0.0037278076906354304
a1767,0.00017622677509299004,0.005959939669436436,-0.0014183094559975374,0.0004691595210106875,-0.00045819176165358974,-0.0002783048570639958,0.0007673818365387672,-0.0012493909092913666,0.003752505147185862,-4.1372016068787166e-05,-0.0007745970182220937,-6.844097376461854e-05,-0.0005912742836076609,0.0011773727269967947,-5.27322413807665e-05,-0.0016419908393080756,0.0014844087417076402,-0.00030184255153303894,0.0007622925834652075,-0.0005238397685579823,-0.0008481599550541033,-0.0011349920930045993,-0.006363350385562258,-0.00032094391050167684,-0.0015560727702877593
a1768,-0.0017791434199694142,-0.0014407013685353645,5.226526718254672e-06,-4.199189752306402e-06,0.014317285655475489,0.0009009641141577711,0.0010445180480706646,0.00036119950730158397,0.002023556326971549,-0.0007907396837053045,0.0007294121348121025,6.28805301545088e-06,-6.999145835859873e-06,0.0009606113504120471,0.0003991576392505629,-0.00021477120128567248,1.8316156005214815e-05,-0.0013721051125285843,1.4478362245670911e-06,5.55636173295022e-06,-0.0006848126748976537,0.0009465036359540815,-0.004555203430068336,-6.878229152352513e-07,0.0002489627827479391
a1769,-0.0011884689313260235,0.0004030779210512079,0.0002096094253579621,-0.0008967210457322115,0.00016775970850082785,-3.6527420018857e-07,0.0032473702975591547,-0.0029271669303003478,-0.0004331664892286355,-2.0004094180588303e-06,-0.005086789641157563,0.008007439659362988,-0.004217746047997347,0.003835345651441299,-0.0026900063632525153,0.00019021065725203243,0.00078125515690366,-0.0032386846345360087,-0.0002596133104122761,-0.00012686252204251788,-0.0015748466199216973,-0.000378487650548617,0.0025973264554551194,-0.0001703641994770025,0.00272835973304799
a177,0.0020101316832852045,-0.0006278970693594952,0.00775921964452181,-0.0016263486718241702,0.0012873936111317905,0.0012149192526992123,-0.0023462711036503505,-0.0020977225336073066,-0.0005201667655471559,0.0012500313793141092,-0.005471571554680918,0.00019789647203840481,0.002998554633749714,0.001798994339638601,-0.0019688024807995655,-0.0001872850264783121,-0.003013197235814579,-0.003250330149842658,-0.0011897595333395187,0.00043757697262155476,0.00019644731115190934,-0.0014727614145694356,-0.0007847393363783358,0.00040033704835262503,-0.0029758409901898225
a1770,-0.0012328756179911873,0.0005978372515820494,0.0002646659878653764,-0.0015015753908744094,-1.722511749877465e-05,5.633271490235029e-07,-0.003977105878721764,0.0024029664029317005,0.0022549351922715195,0.0005902715723547117,-0.0007299471262002728,-0.0035225548764350845,-0.0002777455135600374,-0.000655555877732601,0.0001413420069595224,-0.00031761705447650975,-9.206682336334844e-05,0.00031639486948732004,-0.0005947650385525268,0.0023765708636686598,-0.0037835257069122104,-0.004372939944512288,-0.0018567739556728325,-0.0011210129698305447,1.6731698906007693e-05
a1771,-0.0010839439833229248,-0.0006551598338105443,-0.0030004454509694168,-0.0003530035000757518,-0.005123772498507232,0.0004454582532097684,-0.0016181279876780487,-0.004845389606753082,0.00025719713522920806,-0.001110058193315176,-0.0029656257157714186,0.0025255048524919377,0.000357266506244762,-0.0019088724142239436,0.0004106622197715074,-0.00033714716469529136,-0.00267580978338803,0.0028325767345941024,9.336928067875741e-05,-0.00045677902248954716,0.0018663435207107084,-5.447088020963113e-05,0.00523018870728313,4.8903850331061304e-05,8.230512817872086e-05
a1772,-0.00045691294264180995,0.00671202528699464,0.00012014049980982235,0.00013580471143089098,-0.004603127529496647,0.0086335069676162,-7.45236265243496e-06,-0.00015498291935289407,-0.00034229437739427397,4.469742068291012e-07,-0.0008920668755408069,-0.00037617272521233694,-0.0006156916163256409,-0.0033169077294875958,-0.0016353817969008903,0.000343143751523486,-0.001282834860451088,-0.00555532124813892,-0.002285914894422306,-0.0007118408263946671,0.000817371026002107,9.27370936148514e-05,-0.0033599231894040483,0.005871185370609683,-0.00012726618797788978
a1773,-0.00031478871089931693,0.0006139750533713574,-0.0038040601648074916,-0.00033756457292274077,0.0009495094310454631,0.012793157492780328,-8.250585370249463e-06,3.569182394568579e-05,0.00017985529572552114,2.9640709324030225e-05,-0.001372838872230304,-9.101668242893083e-05,-0.0031789432939104984,-0.00010386346774025,-0.001331864928497383,0.0006232000121353509,-0.0023336669702424036,-0.00011598313633535864,-0.0003084321918371156,-0.00118483710921797,0.0030151388551127667,-0.005199411982443408,-0.0004903713887535921,-0.0011182361181322044,6.951042222810475e-06
a1774,-0.007486947196146784,-0.001195386924190558,0.0029993189605158344,0.0026611168243489657,-0.0018354418769417767,-0.0030901630595946317,0.0008880445528494257,0.007958151396660593,0.005999413789782984,-0.0006040244766670104,-0.0009076307157226743,-0.005743785049210152,-0.0021436350658429605,-0.0015098318646834716,-0.00028464768022311336,-0.00010594021354336388,-2.8730952203391037e-05,0.005763580331963728,-0.0005921701153151484,-0.0020571265936618613,0.002406836508754764,-6.277637182510105e-06,0.0008921394274729014,0.0006697849791480787,-0.0009119591515376209
a1775,0.002736073569066297,0.0028283775451277996,-8.175002416150744e-06,-6.0636402921798445e-06,-0.0006191929715187298,-0.00013882215776011946,-0.0041445994640817285,-0.00043422855895913206,-0.00025073537230699207,-0.0016210022536592332,-0.0006461359186641074,-0.0030043863349097223,0.00017504801007690906,-0.0027838856167200113,-3.991733062267322e-05,-0.004697921392894132,-0.0016310221228920084,7.26493847932573e-05,-0.001934801936734368,-0.00020892623165720114,5.4748418920105716e-05,-0.002819158958283863,-0.00027621184403559353,-0.0014704077994514434,-0.00030977132071225246
a1776,0.002349352633000845,2.6733726642439283e-05,-0.0030522975436606038,-0.0002655140726358109,-0.002025872649438599,-0.00690481014619128,0.011185858093821398,0.00410200271442659,-0.004041273035361538,0.0005108964731088302,-0.00040231507232960095,-4.98571264281847e-05,-0.0011046993300890522,0.004405355884194591,-0.0017209925339506066,-0.003951051421109134,-0.004519055278019087,0.007755624620549273,0.0017248080882438033,-0.0015084799465241829,9.871853903762229e-05,0.0031184957111356536,0.00034309681784738767,-0.004210734351936884,0.0005253462441740507
a1777,-0.00015942583138533507,0.004731224866403988,-0.0017550563111894098,-0.003180423377222268,-0.00027087483690573194,1.5950805590447467e-06,2.5410887021018718e-05,-0.001342731462427334,-0.002205575015702217,0.0003337698110542505,-5.550314530905904e-08,-0.002946552558187754,-0.0005859262723986831,0.0002188588618593783,-0.0013608255241550553,-0.0010698365338493907,9.731930381185226e-07,-8.712031993662276e-05,0.0057221955490538365,-0.005074686571392498,-0.0009004741736323933,0.004966316539240295,-0.0002023272680532638,0.0039031889853090723,0.0003019646355594619
