element,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50,CellType
a181,2.362753808,4.392888309,1.038534423,2.617957961,2.687342388,1.417067255,2.772284396,2.166230377,2.773753607,2.455583471,1.562300573,1.708472292,3.501966187,1.873286478,0.924099172,1.435063301,2.262938118,3.35219518,0.399550176,1.375394152,3.180676907,0.824608146,0.828133333,1.692974789,0.367945411,5.195327657,2.242508027,2.611148476,3.667300387,7.168061719,1.566592882,0.394055589,2.100484787,0.870370258,0.600592186,1.124574622,1.54357499,3.71227414,5.285864377,0.677238145,1.19255467,2.528408423,2.780573371,0.75037037,3.184287025,0.920242039,0.723144053,2.45233063,3.780703148,2.099994606,B
a182,1.849070009,1.566960016,1.771901713,1.40367714,2.504237229,1.773054294,6.882781057,2.163667091,1.405750047,0.686414263,0.769477861,2.23010374,1.075494366,1.919823077,3.929960561,0.562908706,1.479724651,0.411585377,1.975559197,0.459891786,0.549643336,4.893787703,0.986512954,0.721644995,3.911877513,0.716427448,2.137828936,2.183067554,3.04111499,0.613957629,0.821211857,0.996770739,0.854923403,2.901808394,2.185735685,2.433276883,0.389069196,1.938562698,4.340325313,6.31199559,1.141076085,3.086115937,0.840088523,0.405337355,0.432345904,3.952272648,1.211897739,1.024272906,2.830829898,0.530391716,NK
a183,2.355473994,1.40216331,5.919153509,1.184307883,1.48815874,0.425916697,6.526161527,1.251775755,5.046578212,0.302669848,2.048955339,6.074443463,0.989006883,1.948271687,4.042690204,1.265847925,0.411278993,1.117843883,2.069506479,2.052058874,2.722505474,0.807667508,5.761983643,0.832197966,1.771809726,2.125243908,1.977688337,0.618101871,4.108643468,1.073408059,2.264300021,1.934673595,1.928523461,0.374716155,0.99811449,2.248530132,0.3974724,1.397517554,1.808033873,2.628137238,1.779470693,1.434314376,2.00306194,1.365296375,0.781888988,1.107687367,2.227844498,1.444274527,7.77158119,0.592201126,CD4 T
a184,2.177290629,2.433589124,1.747121968,1.295309717,1.638170271,1.646675841,4.661810021,0.272096203,0.764824648,2.013020957,3.425262037,0.809041228,0.631101793,1.489642393,0.769827344,1.498333195,0.783593843,2.658343849,0.803646261,0.332397824,2.66503357,1.664638295,1.184507487,1.21242541,1.811089028,0.632848127,0.460150648,0.801656567,1.298990389,0.745197979,4.643671453,0.802028352,1.713943131,2.329989673,3.724936307,5.131857608,6.461706485,3.60313712,3.23167161,0.672506157,2.428367288,1.356710032,1.367992363,1.190450159,0.658652908,1.038609802,0.764586441,0.27227455,4.114744156,1.68767697,CD8 T
a185,1.740257092,1.571976511,3.411517135,1.862340793,4.203954822,2.603496117,0.892870777,3.784436433,2.11452246,1.544345302,3.145174063,1.701780898,2.763465569,0.565900497,1.730528404,0.945670474,6.314870023,4.01141821,1.946167584,3.765595996,0.960391139,1.148653559,0.213369046,2.664960463,0.185577464,1.053578849,0.548907293,3.354851853,5.915266684,2.968199352,2.614929288,1.962501461,1.837571694,0.818886775,0.38219377,1.808908773,2.134593423,2.124804617,2.351616177,2.806949604,1.750728326,0.748750351,2.295197583,2.685249093,1.316833731,2.691658429,1.823479083,0.652316813,7.248250953,1.264360154,B
a186,0.698978526,0.937139516,0.127206133,1.348740828,4.150182281,1.939952216,0.860887029,1.611079152,1.622126917,1.291563301,3.211636844,2.15304479,0.729782573,3.15002435,3.88909954,2.203279529,1.399557227,1.08203808,4.78578939,2.07919224,1.7919897,0.590965527,0.796444902,0.444192819,1.384055452,1.062473444,1.857353123,3.558662796,2.702402333,3.082396387,3.49839122,0.855271165,1.210947356,1.077886813,2.800937004,0.572652898,4.282549668,1.173974882,0.611710346,1.214562391,1.281212456,1.430758605,1.482067072,3.476587691,2.10622899,0.604361862,1.260471339,1.051229043,1.735949679,1.555429993,B
a187,5.176092759,3.073054861,2.523086757,0.192598119,2.98930672,0.288811495,1.13369108,1.255648613,3.38667616,0.705012003,1.43379857,0.482030306,2.385740831,1.143246142,1.875829239,0.069762997,0.632396839,1.91833509,2.630267425,4.319602762,3.906997133,1.010097742,1.852443863,2.836866445,2.077157292,1.265326429,1.913032815,4.110580188,1.609611637,2.420622218,2.006731902,0.964137794,3.373133323,1.645245795,1.253404464,1.990087713,3.63906675,1.898948475,1.87316032,2.366690656,2.772189227,1.363413554,1.501176366,1.284503348,2.351800244,1.64415398,1.707491996,1.750046864,0.550689672,2.610065742,CD8 T
a188,1.329070179,1.658853125,1.151325723,0.703242828,1.88741358,2.254711657,7.170359818,1.073946366,2.908557658,1.308107264,3.083725264,2.50981587,1.086851567,0.650793718,0.476679013,3.292197721,0.814003385,3.243860267,1.721530055,1.37924935,2.767540535,1.313873397,2.592591694,1.087761921,4.070590385,0.956505843,2.618553222,3.589490816,0.03978213,2.443914689,0.971621708,2.756110196,2.010295277,2.387997862,1.6296327,3.747208231,0.497306518,3.483451813,1.101888051,0.270400561,1.771682834,1.001385824,2.325252303,2.484675169,1.517889244,2.400996415,2.098465382,1.748197607,1.481239866,1.160867464,CD4 T
a189,5.208570803,1.688587883,2.167912108,2.670085072,1.388301707,2.277622132,4.903485808,0.954434798,4.902263151,2.80240481,1.090397576,0.90759268,4.884247421,3.32239421,1.553494282,1.198998401,1.094049092,1.497430227,1.604839456,1.937543204,0.795979446,1.056746998,1.441295478,6.10462488,2.088659049,0.561322918,0.830045549,4.845039474,3.767773797,1.301594788,2.43381877,2.244602881,1.727712598,0.91683691,0.363263324,3.091185138,2.280597318,0.929109136,3.660175401,4.723953829,2.039780671,1.681679125,0.469101764,1.511560575,0.73640701,1.574898896,3.404407102,2.659824616,3.728796861,1.418736708,B
a190,0.593698958,1.374434216,2.045919515,3.836845362,3.015464487,0.401512662,2.001377145,3.383531124,4.014332278,3.558337615,1.013595278,1.055325664,5.209542387,1.233977588,4.679513417,0.837333486,1.573601412,0.252490875,1.49296498,0.901569362,2.672628453,2.657768803,2.338559742,0.938262936,3.739887462,1.781112887,2.8216508,3.571297097,1.927995792,0.542185226,2.088854535,1.506824197,0.864237115,4.348445372,1.385403122,2.551458483,2.972986507,2.089469941,1.271533701,0.489395311,2.32046415,1.394576315,5.121822664,1.033414396,0.260350136,0.674274527,3.554200757,3.035740204,4.325177973,1.524791604,CD4 T
a191,2.781800645,2.019964298,1.095422293,1.772309112,1.32178895,4.165700387,1.08933625,4.565532208,1.035159009,1.322532249,1.833843241,0.998374538,1.822378192,2.001678935,4.023145499,0.255801783,1.042678494,4.950086188,1.30116641,1.300921598,0.990008007,2.740973262,0.455299499,2.243219258,5.426205728,0.353194698,2.762341591,0.641411222,2.337969437,2.202379816,2.892720053,1.175802628,1.223715023,2.945901961,1.167543974,3.180401686,0.183623973,2.108051649,3.045671611,1.52680209,4.132636405,1.207840817,2.051168656,3.396845116,0.705206709,3.592873457,2.224566679,0.956365619,1.715012752,0.891004532,B
a192,2.617251945,1.436021455,1.305547597,2.673035759,1.50148486,1.778554442,1.688328987,0.245636763,0.535116721,1.053769585,1.114195845,0.219974538,1.776528826,1.589292434,1.924626371,1.370733282,4.470727308,2.460202825,4.845358893,0.702263657,1.341506914,1.130016795,0.42724002,1.530175063,0.203973597,2.597922199,3.795145694,1.464484303,1.911300767,3.819091192,0.821131785,0.42257992,0.197479902,0.897276008,1.025685158,2.731846562,0.559978909,0.405430166,3.061368459,1.081618141,1.921970288,2.845728418,7.73500865,2.257587498,0.991102131,3.021546152,0.779448517,3.78863774,0.937096739,0.660592049,CD4 T
a193,1.757007454,2.210271639,0.686946641,1.057846072,2.387722594,1.960877372,2.294777001,3.83690481,2.114590577,4.54720414,3.141609976,1.078111884,3.955562136,2.052512865,3.554580981,2.325852551,5.300039476,0.661965695,1.445234346,2.632284848,1.89526352,0.785802235,4.953661629,1.609010331,3.324958443,2.489490178,2.944533923,0.622056385,1.659794393,2.995608148,3.309510913,3.113025146,0.943264898,0.364464972,0.551174943,1.723647667,1.853775779,1.718132998,0.638971227,1.108124557,4.922917853,2.22710675,1.635655837,4.849798579,5.591238681,1.202775525,2.238912778,0.443670111,0.331716429,1.438197093,CD4 T
a194,0.603312899,1.109493907,2.084020914,4.211404004,2.282927951,1.2130803,5.800084307,1.819617989,3.337623612,3.53503858,1.625671361,0.117694731,1.00121183,1.041695439,1.669403033,1.404577874,1.465018417,1.749574394,1.998891351,0.353115547,1.974077333,2.775936586,5.85349769,1.922297354,3.196628024,2.603787462,0.903237769,2.013963386,4.572636548,4.415682071,4.411633239,8.876682384,2.750373992,1.235436856,2.795592243,0.794057586,2.471906922,0.75414768,0.992846608,0.313905854,2.344079787,4.259604367,1.92976261,1.749587642,1.058009993,3.418437015,3.81336146,0.467161724,2.059765987,3.333240569,CD4 T
a195,1.22603707,0.395619004,0.719795705,4.729124308,3.7217479,4.048835092,0.551775014,3.311073313,4.934460726,1.000385492,1.509064941,2.12496841,2.387498503,1.280860614,3.576968769,2.674267951,0.836443431,3.417035881,1.59530378,2.756346152,0.901384562,0.947156572,0.362969187,3.898893138,3.192198886,2.134000645,0.530292098,4.345066894,2.718931938,1.279781704,2.28467404,1.562479092,2.720456077,0.76984054,0.214164839,2.544203272,2.836522002,0.361994682,0.120530558,2.151586584,2.608312766,1.513281433,0.817550456,5.87768879,2.443042627,3.864200311,0.654063559,4.260416938,2.377578794,5.493118235,B
a196,2.756260752,1.906194374,1.665284222,1.030096819,1.678688885,2.790459547,3.136937066,0.898010481,0.47059921,2.235457951,0.339493039,1.706049546,0.539510282,3.048659538,1.274650089,1.40741357,0.440363954,3.611290759,2.062758772,2.117917041,0.564157454,0.304289481,0.892457779,1.249172241,0.869598995,5.509930669,3.676684522,1.738990487,0.953243709,0.667966733,1.680509824,2.16734866,1.195820917,2.398119985,1.121152297,0.660571741,2.402379626,0.291581435,0.468228696,0.77138608,1.048945009,2.796737328,0.442160431,1.412404363,2.186848474,2.054628949,2.797600145,1.445709246,1.020232402,4.060068206,CD4 T
a197,0.987053588,0.873785711,0.819560929,0.7932131,4.705984852,5.229510101,3.039126749,2.470527974,0.875266824,1.180852583,0.381994181,1.421415374,0.518564486,1.948176896,0.934412513,2.070653828,0.805032857,0.315001555,0.693117693,2.203246617,2.307571201,2.143119254,1.929383752,1.739667014,2.680603215,0.125082753,4.561047231,1.390725375,2.694538738,1.630621342,0.918779439,1.307676186,0.657956932,0.762063113,2.385262646,1.958506659,0.277731587,0.789151474,1.385451176,1.637561196,5.752176889,1.9187379,0.231978208,1.703690733,0.531728003,1.438116534,6.101662259,1.121908737,3.134913594,1.689249602,CD4 T
a198,4.41946314,2.502090107,3.418129651,2.18393134,1.109348845,4.079336826,2.010310756,1.169928789,0.919038279,2.062100683,3.616187081,2.320403421,1.243795469,2.257324679,2.922323185,0.364732498,0.537104165,2.735030562,0.515949949,1.436156489,1.820432863,0.704850518,1.482144634,1.840400647,3.726054286,3.466612757,2.055761824,1.021694088,3.516740664,3.598644906,0.902502587,1.926121818,1.171221889,2.10786456,0.84615531,2.899860324,2.117636414,0.847759308,2.728008672,1.014785729,0.285890713,0.692884793,3.121718644,4.764883388,4.84273088,1.067238835,1.434981497,1.190094459,1.647699851,0.496948657,B
a199,1.091791499,1.930976449,3.132529491,2.055340648,1.384878277,0.709122328,3.260945535,0.43194206,0.528534849,2.531977549,2.780799361,0.114863055,1.394265838,0.233237869,1.461460951,1.23238593,4.110503272,2.277032358,2.330089537,3.668788509,3.760894195,1.848260517,0.990412865,3.016175537,2.91427609,2.514498046,1.842293127,1.450350389,3.768347363,1.229253405,0.952185356,1.380004257,0.829319003,2.923448761,1.843653431,0.251590335,2.283682132,1.416576346,1.684354707,2.013117522,1.113870888,0.943679893,2.520779503,0.591375945,0.748917859,0.894681374,3.227893778,3.869312359,0.887773432,0.761518926,CD8 T
a200,1.827854665,1.415019237,2.96046877,2.381417206,5.026369465,0.792697474,2.929605791,1.231920478,0.721270852,1.215256538,1.319188798,3.636055073,0.402921509,0.910248748,1.764951314,0.679508991,4.704124609,5.193352668,1.661183258,2.526682351,4.205883138,1.491014833,2.422418798,0.605582274,0.262700102,3.170345183,1.563139122,5.092306772,1.034668437,0.559546974,2.958840208,4.823430322,0.611657192,0.784120652,4.097488889,6.149169974,2.436749253,0.960051251,3.856871713,1.339600218,0.985666761,1.109531913,2.697905012,1.730310642,2.339445857,3.01692113,1.395727878,3.285423153,1.682713412,1.123188517,CD8 T
a201,0.447500758,1.349838866,4.385048592,2.910889741,2.328635772,0.661710401,1.093402029,2.635954569,3.105459243,2.957380653,2.014982533,0.872956132,3.110583068,1.086860359,3.140093044,1.352059118,4.923445098,1.242215475,1.223194809,1.5750233,0.884245561,0.752667295,0.858634196,3.998102763,0.79573877,1.232337951,6.515449138,3.206082958,3.167914377,5.883122205,1.541165593,0.283602711,2.96829728,1.415935365,6.553360818,0.244035421,0.753018585,1.053112823,1.564282833,0.512082341,2.171637044,1.005544396,3.353082719,4.183960195,1.290965878,2.433440834,1.672403344,1.578892389,0.473770185,1.513140623,CD4 T
a202,3.124038142,2.212646971,0.770612046,0.477835398,1.471873721,0.900837021,0.991748469,0.914102667,1.689546046,2.555340676,0.871943414,0.839469684,0.559108667,1.90371761,3.071694387,1.530378561,2.564176445,3.66781352,1.996437727,0.787747542,0.713000511,0.829802577,5.322616708,6.337175341,1.250468331,3.544264616,3.984338564,0.484801631,5.12303779,1.374130918,1.320742269,0.580369128,5.345848662,1.762431149,4.994586419,3.818820706,1.268636419,1.80614719,0.976071505,1.077065204,2.304284079,2.849708136,0.272620762,0.28181408,1.101916975,2.065113818,4.029791562,1.742169617,1.368200244,2.532459722,CD4 T
a203,0.776212458,1.775580459,1.504605056,1.879847062,3.691329187,0.334400967,1.570403143,2.841717546,2.412075702,0.368932281,0.280243442,2.699078738,0.351434109,1.80041492,3.526306052,0.451895512,5.012779797,2.635840312,8.705992936,1.132938243,4.154534934,1.237281459,1.718178532,0.95833227,1.656919795,3.205579849,5.129470261,0.800083221,1.920070615,1.063791068,1.995806142,3.536004035,1.14036259,2.334532294,0.756546471,3.737158646,2.914771,0.877499124,0.85902012,4.316267522,6.11113757,0.911081671,3.22109977,1.278269233,4.321681256,1.331685487,2.753534976,1.875619229,0.188922308,0.807318102,CD4 T
a204,2.717625816,2.49012743,2.064241766,5.250102203,3.068995817,2.807824081,0.185052688,3.177058713,0.391691268,1.659464108,0.396446363,2.377128382,3.637588372,1.557613093,1.597479554,0.740978242,3.595317835,0.437838762,1.87593613,1.540815127,2.208928442,2.96177651,1.471816424,3.192216088,1.620746598,2.153327057,0.627837693,1.189912344,0.349044739,1.74943306,2.846662151,1.416022655,1.548293241,2.237581078,2.416702055,0.332786976,1.015068635,0.39319179,1.215328627,4.624249167,2.874288858,1.65582825,5.495192146,2.085619369,7.494850898,1.846968088,1.011032469,0.582377473,2.662706549,1.205199093,CD8 T
a205,1.844233954,2.368756193,0.802720557,2.060073244,1.434993229,0.418868731,2.461107964,2.694730087,4.051269314,0.600410362,6.199566724,0.878128645,0.216680801,1.710487109,2.209945023,1.482303145,0.592153812,1.130509021,2.115624663,6.805417321,0.620960112,1.003148652,0.477010899,1.213000861,1.56431561,3.340923545,2.146596201,4.480451592,1.619429238,0.041559329,2.219765554,0.30289232,3.269068441,1.621079553,0.965666943,0.547901859,1.089988406,1.563101782,5.627593074,1.461453055,1.967333603,1.528165114,1.970554551,1.882732491,1.643323163,0.937671118,2.732925197,0.620758752,2.385215775,2.770290432,CD8 T
a206,0.234663427,0.565120815,0.275005385,3.930257957,1.055259559,3.786801362,1.254217864,0.670564765,0.896246961,1.856179951,2.749221127,1.685867318,3.189588753,1.434858829,1.566835134,0.846007948,0.767173583,2.882173227,0.62290599,1.251539123,2.981832202,0.339205662,4.000699114,0.680354418,4.011493828,0.62186513,2.877277738,1.030264578,5.774571512,1.360749334,0.545708676,2.386733558,1.129883283,2.564318098,3.969436632,2.933720835,0.316753601,0.609544804,2.008448173,2.166695605,0.49269679,0.668139168,4.17455932,0.931498444,2.73502746,3.586664769,0.901585704,1.52357574,2.740716596,0.313439081,NK
a207,1.30051236,3.843607963,2.127001296,2.14454772,3.201068755,1.015915878,0.645470963,2.038970143,1.082963406,1.02456086,0.626151994,2.3706656,1.393250829,0.639632953,3.338322885,1.234235094,2.412715785,4.866615058,3.299187824,4.513149127,3.25375045,1.305672116,0.802501837,1.252054853,1.327036405,3.951389132,1.105937037,0.497638207,1.955314063,1.710865336,0.838809254,1.189298066,4.607515017,2.36342149,1.267554008,0.833991067,6.271892812,5.255189846,3.105880278,1.377202993,0.798913741,0.825987559,1.363842265,1.102559604,1.622831327,1.562621813,0.692194323,0.714696071,1.277471168,1.53068265,CD4 T
a208,4.348838522,2.039248251,1.983696193,2.099355622,3.662465489,13.69465877,1.032804492,5.954108996,0.430101286,1.28829961,0.626957152,2.678158245,3.235252712,0.498684375,3.519502708,2.136962617,2.971483669,3.882066464,2.733130385,0.4088395,1.185798266,0.468267757,0.207589241,0.588562894,1.264844617,5.654700163,1.603985758,2.149134385,1.060975047,1.389188203,1.729258415,1.328816808,2.487278775,0.966523675,0.433226082,0.341172896,3.063047753,0.095090661,1.369885728,0.610337945,2.553557756,1.642062212,1.674146379,1.785726352,1.740338703,0.43195837,1.112268807,0.77040815,0.899103264,1.759612289,B
a209,3.076938084,3.001868268,1.9940025,1.167393819,1.672520797,2.738836943,0.894402086,1.619078862,1.053266078,0.882652261,1.54485789,1.172502384,2.027428316,1.186759776,1.436752748,0.43138245,2.82774556,2.864981219,0.769274214,0.832238977,1.829944092,1.085679029,1.979910887,4.092191476,0.803329778,2.982751503,0.684992188,0.895449277,1.841218366,2.467283082,4.008859015,4.953255121,1.277951263,1.60597096,2.056638255,1.552236659,1.267083272,1.028139808,2.491244521,4.029897134,0.380656629,1.350607546,0.390095958,2.387120437,0.877281934,3.660199112,1.433473115,2.409571851,0.787742195,1.785689919,CD4 T
a210,1.770848988,2.152314648,0.970148281,3.446005389,2.06216943,3.899853225,0.440998442,1.797006446,1.391615323,5.026590577,2.531319707,1.571267721,2.423259636,1.139033799,2.214355785,6.92937097,1.019573882,1.774902353,0.848697908,0.727249897,3.004391361,0.580717233,2.189600116,2.877667592,1.177660993,3.808053364,3.583758803,1.172495537,0.498379071,2.312018053,1.534752202,1.854608266,2.294349685,0.414422057,1.12007823,4.684697045,1.896706411,2.40544178,1.779091329,2.355269186,3.532953369,0.224425852,2.748043845,1.551455586,3.081361599,1.21113384,1.172777589,0.559390885,1.582877361,0.525307754,CD8 T
a211,1.478732046,1.852865659,0.907583091,0.367496277,0.277789047,0.697019673,0.255623131,1.815941611,7.054159791,0.549712103,8.171926521,1.76517957,2.045306573,0.392104282,1.877734903,1.063621685,4.487797462,0.278137259,1.079389157,0.809801555,2.107769037,0.127748299,4.394787455,2.04739261,1.944782012,0.576020488,2.852788452,2.652415971,3.754209867,1.282322449,0.363805884,0.940961406,3.161206009,1.086425584,5.74835348,2.901476423,5.230972088,1.136747425,2.246146847,0.702374856,3.010938751,2.36964486,2.787130802,1.222762144,1.820761454,1.749256287,1.227595048,1.9035362,2.156078322,2.449504774,CD4 T
a212,1.203491638,2.898201822,2.766647472,2.483463989,3.057492311,1.441030596,0.615854715,2.774555634,1.03909124,0.384389126,1.063062733,1.872364014,4.164096495,2.169850379,3.044882973,2.731885766,2.094430925,1.353321039,0.700109916,6.217335107,1.087268626,1.332765746,1.521087943,1.064289847,2.39786311,1.079627649,1.309259857,1.013040697,1.287023974,0.589412454,0.468302234,4.77038963,3.056339401,4.27873206,4.538353217,0.781912398,4.154232628,3.429782825,1.278494006,2.15435812,2.98445325,2.552578896,1.53004963,1.893133747,2.338924955,1.24770285,2.524128082,0.941898069,4.244303646,3.321859938,B
a213,3.027090798,2.226543673,1.994041283,3.408061309,0.645148247,0.848662033,2.567660648,1.639168399,1.067842383,3.584893271,1.854789235,2.149825735,3.644979208,1.512571165,5.805410204,0.698423059,3.570088564,1.12236867,3.193034203,0.95534236,0.463138439,3.221650021,1.284308282,0.481529208,3.326098522,1.984176414,1.280824807,2.231648081,1.503907557,1.367894979,2.961191094,2.000796058,0.905436127,1.675134355,2.930840582,0.675845448,3.804190665,1.94933898,1.84008047,1.909162065,4.924178536,1.683459127,1.294185842,1.526317746,3.220658062,2.642207258,1.703032656,6.573394646,2.49377994,0.808161841,NK
a214,0.234856896,2.666632419,1.367003169,0.447622091,1.567772856,2.79341632,1.481647747,1.64164889,0.210603809,2.670448689,0.354521005,1.059369708,2.076439518,0.888921973,1.046292692,2.008101837,2.126438612,1.741840925,0.186304327,0.275327258,3.219025568,1.259016617,7.307280142,2.0154444,5.733872522,1.464636907,1.137714745,2.694254008,3.667276025,1.470672784,2.6333336,0.356597779,0.807192885,2.284126274,1.265988799,2.072721679,2.310728404,2.604236857,3.171763576,3.223848664,0.661097374,1.493614447,1.457618193,1.61489794,1.361905984,1.695195316,1.019281167,3.032436892,2.313334681,1.010656347,CD8 T
a215,1.71989372,5.365659302,0.694936963,0.831062554,3.127619001,4.625382331,2.134012863,1.801489198,0.583272413,1.183167669,1.134038483,1.192534676,0.917053963,0.549219998,2.713164595,2.229639105,0.550935993,1.736712287,1.320182937,4.994498493,3.900272907,4.97438698,1.169091128,0.309493021,0.641918864,1.186710728,1.396635068,5.048465609,3.020231149,2.232379988,3.939280374,2.511019543,2.897466356,1.32071578,0.44576943,0.359450224,0.36566481,2.688198336,0.860744033,1.328293813,0.50413016,3.597703231,1.671543443,2.002283066,2.149926034,2.343796975,3.727125157,2.754158612,0.726690648,0.824701896,CD4 T
a216,8.47068267,3.282670639,6.678133341,1.404929921,4.613709601,2.399631769,2.095555092,1.724390467,2.988248108,2.477219368,1.468592023,1.052033041,1.504171935,1.687982043,1.232727223,0.798936427,1.776183396,2.27317119,2.063062692,0.632195159,4.957233966,5.774177549,2.655073004,3.03873253,2.01207712,2.18531566,0.338032968,1.573030798,1.590889055,5.655060168,1.345255581,4.90181779,1.721807845,1.197459132,0.360691508,2.160011067,0.89892708,0.411718292,2.642632512,2.222345393,2.363546071,1.710423731,0.973671248,0.706577671,4.498304661,2.798032418,3.314248286,1.517335188,0.873843336,0.794685388,CD8 T
a217,1.803501031,0.905932049,0.300873158,2.548956082,3.313469017,1.096414115,0.395163637,1.925436177,1.503057062,1.261671776,2.329652346,1.852598546,2.266134113,1.790129648,0.904054118,0.848566643,1.712557203,3.151700209,1.823730474,0.997939083,1.919226133,1.97663242,0.911854388,5.719542946,3.042057882,1.522789399,5.438929912,2.167631234,2.040173142,4.202823728,3.057258562,2.393658781,1.23239307,1.693523658,1.502358488,1.013741293,6.949989497,3.075299866,1.458406705,2.225508445,1.515141191,0.884252247,0.295752548,2.362859353,1.735198138,3.665158616,1.105344883,3.669156574,3.953600055,3.332453942,B
a218,2.963164656,1.610177596,3.625398643,3.236006379,1.872859105,0.415234677,1.404154632,3.364281987,2.14156144,1.198558896,1.782368947,1.868865904,0.857924313,1.167857544,6.613025382,0.097993941,1.766978444,3.364144783,1.744872692,1.06999865,1.323254449,5.5448775,2.73243813,2.617397202,1.603569866,2.058439797,0.7415311,5.75974184,2.85908612,1.756573229,1.953149505,2.462228794,0.735519905,1.379695363,0.757142096,2.846586119,0.547153681,0.802216683,3.099635409,2.064391047,5.14295712,1.367485309,1.552022383,4.435104713,3.695973562,3.144495943,0.948908361,1.016323103,1.651520567,1.619910858,B
a219,0.963735087,1.320836069,1.686610957,3.560580978,4.228767529,2.777627616,0.468747844,3.878551657,2.786963567,3.225744223,1.013112998,4.546064107,1.510001016,0.953142809,2.954485311,1.668165943,2.728634009,1.314355093,0.689415116,1.288112343,0.559335089,2.793312182,0.132909586,3.716994247,0.602604799,3.408429699,2.560289357,0.236689636,2.006436084,0.527439674,2.014107646,1.029974974,0.242304562,2.469310002,1.621938793,1.7470008,0.295001288,0.261142062,1.389059174,3.342821582,2.82842205,2.414744339,4.069441318,1.076712808,2.518880582,0.384183723,6.880367856,0.923473364,2.382600736,5.075657203,CD4 T
a220,1.279427781,2.341876468,1.978605095,1.228776366,1.02351414,0.588596995,1.520423783,0.945159105,0.891964959,2.640976743,1.879626474,3.49684752,1.217842235,0.635519792,2.67052307,2.768331796,2.126941561,0.871208477,1.766857634,0.608665648,0.93327007,3.818704491,1.131889615,3.223730746,2.2191598,5.00189211,2.157948767,2.05984574,0.388176893,0.956738923,1.38525312,6.321120501,1.018624497,0.647918348,0.466642334,0.375237993,6.467905039,1.945560486,0.727927386,4.1469964,5.44421965,0.758874797,1.180878189,3.714308586,2.794674738,1.489803536,3.783504028,0.372689139,0.621065032,0.910546658,CD4 T
a221,0.817908489,0.167798356,1.242079669,2.521984837,3.072604224,2.906605334,3.54699247,2.318391101,1.072178737,0.282220523,0.274076052,1.849493044,0.76924106,1.779237751,0.561963771,4.03427622,1.279652909,1.36467261,1.466520111,3.729440856,0.634056658,1.49586224,1.738205719,0.838525945,2.566618569,3.444995617,0.276959071,2.760852907,0.217139386,0.84039865,1.056276024,1.082574685,3.860844426,1.14432983,1.14312773,0.488317016,2.081247858,1.406399469,2.377277324,0.479000388,5.078262468,2.899057361,1.720936536,3.311581333,5.166740693,2.114503506,1.441753723,1.122453858,1.303459499,1.901981258,CD4 T
a222,1.388943825,2.72087299,4.296605545,0.576282013,0.57332096,1.15568452,0.279955904,4.840625464,3.557136731,1.429078832,1.535185884,2.154669539,0.851725975,1.264709844,0.90606995,1.743254783,1.779418684,1.501461818,3.32908887,1.517517148,1.591869774,0.40039451,2.662098616,1.8748469,2.866316866,0.785055931,0.613740883,1.373450251,0.228236302,5.023850108,1.337318102,0.10235083,1.089505953,1.452579174,4.319919874,1.728241784,0.434215881,2.175601872,1.708018548,1.409803176,1.234682436,3.174340154,1.669137476,1.589225477,3.693925939,2.925986045,2.181969749,0.926893321,1.301903519,1.546758886,B
a223,0.489981659,1.106318211,1.715740151,2.524490823,2.449552151,0.318023729,1.238846123,0.832612785,0.252571267,1.488889054,1.094659467,1.672108337,2.466148248,2.166687843,5.498620686,1.869910499,4.208673707,0.642719316,2.142426091,0.916624,1.357349307,2.975305467,1.347176787,3.369689223,0.941383569,0.620344914,1.957178871,2.023099865,1.279711342,2.598299797,0.206658781,0.713242499,2.262739653,1.39085831,0.977692886,1.847173519,3.197293514,2.150418397,2.8446534,2.231121941,3.773168936,1.102616989,3.340430706,0.344111501,0.562214691,2.557943293,0.530423363,1.281340164,3.734780313,0.633539209,NK
a224,3.02127665,1.230057007,0.582479735,1.657833847,3.567736374,0.51402085,0.485951689,2.499807321,1.057412645,5.542675604,2.024457806,3.18810393,1.973810815,0.526869579,0.764374621,0.860552263,2.327235332,1.613435295,0.272664178,2.649018712,6.231038036,0.623747561,0.71427737,0.949215741,1.47037913,0.670083801,3.702723691,4.658434505,1.778554314,1.547287663,0.312198678,0.570905255,0.168840058,0.988477573,1.145670027,2.47647281,1.792701928,0.816582009,2.571828429,6.901668851,2.665783463,1.067707697,1.93864495,0.652759593,0.589369353,4.896514108,1.961875686,3.262234119,1.310060672,0.585502568,CD8 T
